# MEAN_SAMPLE_SIZE = 1000
# TOTAL_GENES = 18214
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
TOMIDA_METASTASIS_UP                    SET      23    -0.013451  -0.00047769      0.17143      0.53127 TOMIDA_METASTASIS_UP
TOMIDA_METASTASIS_DN                    SET      16     0.094056    0.0027865       0.1827      0.30334 TOMIDA_METASTASIS_DN
SAENZ_DETOX_PATHWAY_AND_CARC...         SET      12       -0.659     -0.01691      0.24328      0.99662 SAENZ_DETOX_PATHWAY_AND_CARCINOGENESIS_DN
OZANNE_AP1_TARGETS_UP                   SET      14      -0.1474   -0.0040852      0.19639      0.77353 OZANNE_AP1_TARGETS_UP
HWANG_PROSTATE_CANCER_MARKERS           SET      26      0.11649    0.0043983      0.14015      0.20294 HWANG_PROSTATE_CANCER_MARKERS
HU_ANGIOGENESIS_UP                      SET      20    -0.097226   -0.0032201      0.18364      0.70175 HU_ANGIOGENESIS_UP
HU_ANGIOGENESIS_DN                      SET      36     0.097829    0.0043451      0.12332      0.21381 HU_ANGIOGENESIS_DN
BEGUM_TARGETS_OF_PAX3_FOXO1_...3        SET      55    0.0074471   0.00040862      0.11722      0.47467 BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP
BEGUM_TARGETS_OF_PAX3_FOXO1_...2        SET      43     -0.14405    -0.006991      0.12628      0.87299 BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN
DARWICHE_PAPILLOMA_PROGRESSI...         SET      71    -0.023489   -0.0014637     0.087878      0.60538 DARWICHE_PAPILLOMA_PROGRESSION_RISK
SHIRAISHI_PLZF_TARGETS_UP               SET       9       -0.306   -0.0068007      0.20943        0.928 SHIRAISHI_PLZF_TARGETS_UP
SHIRAISHI_PLZF_TARGETS_DN               SET       9      0.13474    0.0029946      0.26501      0.30557 SHIRAISHI_PLZF_TARGETS_DN
MOTAMED_RESPONSE_TO_ANDROGEN...         SET       6     -0.15697   -0.0028485      0.25976      0.72717 MOTAMED_RESPONSE_TO_ANDROGEN_DN
RAMJAUN_APOPTOSIS_BY_TGFB1_V...4        SET      10     -0.21989   -0.0051511      0.26818      0.79387 RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_UP
RAMJAUN_APOPTOSIS_BY_TGFB1_V...3        SET      10      -0.4133   -0.0096817      0.27092      0.93642 RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_DN
RAMJAUN_APOPTOSIS_BY_TGFB1_V...2        SET       6   -0.0077624  -0.00014087      0.31361      0.50987 RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_UP
RAMJAUN_APOPTOSIS_BY_TGFB1_V...1        SET       8     0.096583    0.0020238      0.23981      0.34357 RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_MAPK1_DN
OLSSON_E2F3_TARGETS_UP                  SET      24   -0.0025682  -9.3164e-05      0.16334      0.50627 OLSSON_E2F3_TARGETS_UP
OLSSON_E2F3_TARGETS_DN                  SET      36     -0.13372   -0.0059394      0.12695      0.85391 OLSSON_E2F3_TARGETS_DN
MARKS_HDAC_TARGETS_UP                   SET      21      0.10391    0.0035263      0.17617      0.27766 MARKS_HDAC_TARGETS_UP
MARKS_HDAC_TARGETS_DN                   SET      14      0.45089     0.012496      0.19192    0.0094082 MARKS_HDAC_TARGETS_DN
CHOI_ATL_ACUTE_STAGE                    SET       5     0.039233   0.00064995      0.44876      0.46517 CHOI_ATL_ACUTE_STAGE
CHOI_ATL_STAGE_PREDICTOR                SET      43     0.062844      0.00305      0.10347      0.27181 CHOI_ATL_STAGE_PREDICTOR
WONG_ENDMETRIUM_CANCER_UP               SET      25     -0.16801   -0.0062203      0.13106      0.90005 WONG_ENDMETRIUM_CANCER_UP
WONG_ENDMETRIUM_CANCER_DN               SET      69    -0.024355   -0.0014962      0.10058      0.59567 WONG_ENDMETRIUM_CANCER_DN
WONG_ENDOMETRIAL_CANCER_LATE            SET       7      0.14598    0.0028614      0.27841      0.30002 WONG_ENDOMETRIAL_CANCER_LATE
ABDULRAHMAN_KIDNEY_CANCER_VH...         SET      13     -0.36238   -0.0096781      0.24193      0.93291 ABDULRAHMAN_KIDNEY_CANCER_VHL_DN
KONG_E2F1_TARGETS                       SET      10     -0.15564    -0.003646       0.2158      0.76461 KONG_E2F1_TARGETS
KONG_E2F3_TARGETS                       SET      97    -0.096551   -0.0070274     0.077156      0.89459 KONG_E2F3_TARGETS
TANAKA_METHYLATED_IN_ESOPHAG...         SET      99     0.066639    0.0048997     0.095622      0.24294 TANAKA_METHYLATED_IN_ESOPHAGEAL_CARCINOMA
EGUCHI_CELL_CYCLE_RB1_TARGETS           SET      22     -0.35349    -0.012278      0.13485      0.99562 EGUCHI_CELL_CYCLE_RB1_TARGETS
CROSBY_E2F4_TARGETS                     SET       6     -0.21594   -0.0039188      0.36634      0.72222 CROSBY_E2F4_TARGETS
MARKS_ACETYLATED_NON_HISTONE...         SET      10      0.45423     0.010641      0.27026     0.046418 MARKS_ACETYLATED_NON_HISTONE_PROTEINS
IVANOV_MUTATED_IN_COLON_CANC...         SET      13     0.051166    0.0013665       0.1721      0.38312 IVANOV_MUTATED_IN_COLON_CANCER
TAKAYAMA_BOUND_BY_AR                    SET      10     -0.22439   -0.0052565      0.24764      0.81756 TAKAYAMA_BOUND_BY_AR
RIZ_ERYTHROID_DIFFERENTIATION           SET      75     -0.14228   -0.0091118     0.081243      0.96005 RIZ_ERYTHROID_DIFFERENTIATION
RIZ_ERYTHROID_DIFFERENTIATIO...4        SET      39      0.01346   0.00062217      0.11306      0.45262 RIZ_ERYTHROID_DIFFERENTIATION_CCNE1
RIZ_ERYTHROID_DIFFERENTIATIO...5        SET      36     -0.14972     -0.00665      0.13003      0.87522 RIZ_ERYTHROID_DIFFERENTIATION_HBZ
CHASSOT_SKIN_WOUND                      SET       9     -0.44962   -0.0099924      0.25859      0.95895 CHASSOT_SKIN_WOUND
LASTOWSKA_NEUROBLASTOMA_COPY...2        SET     178   -0.0085382  -0.00083995     0.057734      0.55878 LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_UP
LASTOWSKA_NEUROBLASTOMA_COPY...1        SET     776     0.018455    0.0037274     0.031378      0.27822 LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_DN
MUELLER_METHYLATED_IN_GLIOBL...         SET      35     -0.24761    -0.010844      0.13593      0.96574 MUELLER_METHYLATED_IN_GLIOBLASTOMA
RIZ_ERYTHROID_DIFFERENTIATIO...6        SET      25      0.13838    0.0051235      0.16573      0.20187 RIZ_ERYTHROID_DIFFERENTIATION_HEMGN
RIZ_ERYTHROID_DIFFERENTIATIO...3        SET      25    0.0081816   0.00030292      0.15436      0.47887 RIZ_ERYTHROID_DIFFERENTIATION_APOBEC2
RIZ_ERYTHROID_DIFFERENTIATIO...2        SET      37     0.037515    0.0016892      0.14489      0.39785 RIZ_ERYTHROID_DIFFERENTIATION_6HR
RIZ_ERYTHROID_DIFFERENTIATIO...1        SET      34     -0.14023   -0.0060533      0.14541      0.83257 RIZ_ERYTHROID_DIFFERENTIATION_12HR
EBAUER_TARGETS_OF_PAX3_FOXO1...2        SET     181     0.021167    0.0020996     0.056545      0.35408 EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_UP
PEREZ_TP53_TARGETS                      SET    1107    0.0015752   0.00037635     0.024005      0.47384 PEREZ_TP53_TARGETS
PEREZ_TP63_TARGETS                      SET     328      0.02884    0.0038353     0.044444       0.2582 PEREZ_TP63_TARGETS
PEREZ_TP53_AND_TP63_TARGETS             SET     194     0.034897    0.0035824     0.058256      0.27458 PEREZ_TP53_AND_TP63_TARGETS
WAKASUGI_HAVE_ZNF143_BINDING...         SET      53     0.011578   0.00062364      0.10721        0.457 WAKASUGI_HAVE_ZNF143_BINDING_SITES
RODRIGUES_NTN1_AND_DCC_TARGE...         SET      31     -0.11928    -0.004917      0.15623      0.77741 RODRIGUES_NTN1_AND_DCC_TARGETS
DACOSTA_UV_RESPONSE_VIA_ERCC...8        SET      25      0.37374     0.013837      0.14015    0.0038324 DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_UP
DACOSTA_UV_RESPONSE_VIA_ERCC...7        SET      83     0.064199     0.004324      0.09066      0.23943 DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_DN
DACOSTA_UV_RESPONSE_VIA_ERCC...5        SET      54    -0.029562   -0.0016073      0.10222      0.61379 DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_UP
DACOSTA_UV_RESPONSE_VIA_ERCC...4        SET      82     -0.11129   -0.0074508     0.091147      0.88895 DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN
TURJANSKI_MAPK1_AND_MAPK2_TA...         SET      11     0.033903   0.00083295      0.21423      0.43713 TURJANSKI_MAPK1_AND_MAPK2_TARGETS
TURJANSKI_MAPK8_AND_MAPK9_TA...         SET       7     0.029092   0.00057023      0.26139      0.45569 TURJANSKI_MAPK8_AND_MAPK9_TARGETS
TURJANSKI_MAPK7_TARGETS                 SET       7     -0.11173   -0.0021899      0.27938      0.65538 TURJANSKI_MAPK7_TARGETS
TURJANSKI_MAPK11_TARGETS                SET       4    -0.070894   -0.0010505      0.39635      0.57098 TURJANSKI_MAPK11_TARGETS
TURJANSKI_MAPK14_TARGETS                SET       9      0.14165     0.003148      0.27428      0.30277 TURJANSKI_MAPK14_TARGETS
MAHADEVAN_GIST_MORPHOLOGICAL...         SET      15     0.071676    0.0020561      0.22101      0.37285 MAHADEVAN_GIST_MORPHOLOGICAL_SWITCH
APPIERTO_RESPONSE_TO_FENRETI...2        SET      38      0.11133    0.0050798      0.12852      0.19319 APPIERTO_RESPONSE_TO_FENRETINIDE_UP
APPIERTO_RESPONSE_TO_FENRETI...1        SET      49     -0.14574   -0.0075494      0.10137      0.92474 APPIERTO_RESPONSE_TO_FENRETINIDE_DN
NAGY_TFTC_COMPONENTS_HUMAN              SET      17       0.1996    0.0060953      0.17546      0.12765 NAGY_TFTC_COMPONENTS_HUMAN
NAGY_STAGA_COMPONENTS_HUMAN             SET      12      0.19803    0.0050814      0.19515      0.15512 NAGY_STAGA_COMPONENTS_HUMAN
NAGY_PCAF_COMPONENTS_HUMAN              SET       9      0.09363    0.0020808      0.23269       0.3437 NAGY_PCAF_COMPONENTS_HUMAN
BAKER_HEMATOPOESIS_STAT1_TAR...         SET       9    0.0020777   4.6175e-05       0.2289      0.49638 BAKER_HEMATOPOESIS_STAT1_TARGETS
BAKER_HEMATOPOIESIS_STAT3_TA...         SET      13     -0.03852   -0.0010287      0.20122       0.5759 BAKER_HEMATOPOIESIS_STAT3_TARGETS
BAKER_HEMATOPOESIS_STAT5_TAR...         SET       6      0.49217    0.0089315      0.36205     0.087022 BAKER_HEMATOPOESIS_STAT5_TARGETS
SEIDEN_MET_SIGNALING                    SET      18     -0.26099   -0.0082008       0.1543      0.95462 SEIDEN_MET_SIGNALING
AUNG_GASTRIC_CANCER                     SET      47       0.2169     0.011004      0.10899     0.023301 AUNG_GASTRIC_CANCER
SANCHEZ_MDM2_TARGETS                    SET      10      -0.2195   -0.0051419       0.2463      0.81357 SANCHEZ_MDM2_TARGETS
BREUHAHN_GROWTH_FACTOR_SIGNA...         SET      14      0.14663    0.0040636      0.21755      0.25016 BREUHAHN_GROWTH_FACTOR_SIGNALING_IN_LIVER_CANCER
NAKAMURA_LUNG_CANCER                    SET       8    -0.069512   -0.0014565      0.30181      0.59108 NAKAMURA_LUNG_CANCER
GALLUZZI_PERMEABILIZE_MITOCH...         SET      40     0.077657    0.0036353      0.11713      0.25367 GALLUZZI_PERMEABILIZE_MITOCHONDRIA
HAEGERSTRAND_RESPONSE_TO_IMA...         SET       9      -0.2855   -0.0063449      0.30065      0.82884 HAEGERSTRAND_RESPONSE_TO_IMATINIB
MATHEW_FANCONI_ANEMIA_GENES             SET      10     -0.40893   -0.0095794      0.28483      0.92444 MATHEW_FANCONI_ANEMIA_GENES
MIDORIKAWA_AMPLIFIED_IN_LIVE...         SET      52   0.00042307   2.2574e-05      0.14113       0.4988 MIDORIKAWA_AMPLIFIED_IN_LIVER_CANCER
GILMORE_CORE_NFKB_PATHWAY               SET      12     -0.35017   -0.0089855       0.2067      0.95487 GILMORE_CORE_NFKB_PATHWAY
SCHEIDEREIT_IKK_TARGETS                 SET      17      0.18818    0.0057464      0.18535        0.155 SCHEIDEREIT_IKK_TARGETS
DUTTA_APOPTOSIS_VIA_NFKB                SET      30      0.18422    0.0074705      0.13311     0.083195 DUTTA_APOPTOSIS_VIA_NFKB
DEBOSSCHER_NFKB_TARGETS_REPR...         SET      20   -0.0059585  -0.00019734      0.17987      0.51321 DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS
ROVERSI_GLIOMA_COPY_NUMBER_DN           SET      53     -0.15061   -0.0081126      0.12316       0.8893 ROVERSI_GLIOMA_COPY_NUMBER_DN
SEIDEN_ONCOGENESIS_BY_MET               SET      84     -0.11435   -0.0077477     0.083241      0.91522 SEIDEN_ONCOGENESIS_BY_MET
HUMMERICH_SKIN_CANCER_PROGRE...2        SET      85     0.069415     0.004731     0.083281      0.20229 HUMMERICH_SKIN_CANCER_PROGRESSION_UP
HUMMERICH_SKIN_CANCER_PROGRE...1        SET      97     0.048938    0.0035619     0.073765      0.25353 HUMMERICH_SKIN_CANCER_PROGRESSION_DN
CAVARD_LIVER_CANCER_MALIGNAN...         SET      29     0.067822    0.0027042      0.15597      0.33184 CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN
KLEIN_TARGETS_OF_BCR_ABL1_FU...         SET      36      0.10388    0.0046139       0.1375      0.22498 KLEIN_TARGETS_OF_BCR_ABL1_FUSION
ROVERSI_GLIOMA_LOH_REGIONS              SET      44     -0.18226   -0.0089475      0.14155      0.90105 ROVERSI_GLIOMA_LOH_REGIONS
ROVERSI_GLIOMA_COPY_NUMBER_UP           SET      96    -0.021973    -0.001591      0.10026      0.58674 ROVERSI_GLIOMA_COPY_NUMBER_UP
RASHI_RESPONSE_TO_IONIZING_R...1        SET      36  -3.5592e-05  -1.5808e-06      0.13195      0.50011 RASHI_RESPONSE_TO_IONIZING_RADIATION_1
RASHI_RESPONSE_TO_IONIZING_R...2        SET     121    -0.041308   -0.0033557      0.07081      0.72017 RASHI_RESPONSE_TO_IONIZING_RADIATION_2
RASHI_RESPONSE_TO_IONIZING_R...3        SET      43      0.15421    0.0074842      0.11485     0.089683 RASHI_RESPONSE_TO_IONIZING_RADIATION_3
RASHI_RESPONSE_TO_IONIZING_R...4        SET      46     0.013636   0.00068442      0.12055      0.45497 RASHI_RESPONSE_TO_IONIZING_RADIATION_4
RASHI_RESPONSE_TO_IONIZING_R...5        SET     130      0.13651     0.011492     0.068033     0.022405 RASHI_RESPONSE_TO_IONIZING_RADIATION_5
RASHI_RESPONSE_TO_IONIZING_R...6        SET      71     0.019302    0.0012028     0.090203      0.41528 RASHI_RESPONSE_TO_IONIZING_RADIATION_6
RASHI_NFKB1_TARGETS                     SET      17    -0.058773   -0.0017948      0.18338       0.6257 RASHI_NFKB1_TARGETS
IWANAGA_E2F1_TARGETS_INDUCED...         SET      24     -0.20589   -0.0074688      0.19139      0.85897 IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM
AIGNER_ZEB1_TARGETS                     SET      33      0.11973    0.0050917      0.14528      0.20495 AIGNER_ZEB1_TARGETS
SUZUKI_AMPLIFIED_IN_ORAL_CAN...         SET      16      0.18555     0.005497      0.21985      0.19935 SUZUKI_AMPLIFIED_IN_ORAL_CANCER
HESSON_TUMOR_SUPPRESSOR_CLUS...         SET       7      0.11502    0.0022545       0.2318      0.30988 HESSON_TUMOR_SUPPRESSOR_CLUSTER_3P21_3
MARTIN_INTERACT_WITH_HDAC               SET      36      0.12551    0.0055747      0.12302       0.1538 MARTIN_INTERACT_WITH_HDAC
LASTOWSKA_COAMPLIFIED_WITH_M...         SET      39     0.070709    0.0032685      0.16542      0.33452 LASTOWSKA_COAMPLIFIED_WITH_MYCN
IWANAGA_E2F1_TARGETS_NOT_IND...         SET       6    -0.093597   -0.0016985       0.3222      0.61428 IWANAGA_E2F1_TARGETS_NOT_INDUCED_BY_SERUM
LI_LUNG_CANCER                          SET      40    -0.047329   -0.0022156      0.11342      0.66176 LI_LUNG_CANCER
LI_AMPLIFIED_IN_LUNG_CANCER             SET     168     -0.11386    -0.010884     0.058552      0.97407 LI_AMPLIFIED_IN_LUNG_CANCER
LINDGREN_BLADDER_CANCER_CLUS...5        SET     364    -0.099717    -0.013956     0.043484      0.98908 LINDGREN_BLADDER_CANCER_CLUSTER_2B
LINDGREN_BLADDER_CANCER_HIGH...         SET      47    -0.034296     -0.00174      0.12081      0.61175 LINDGREN_BLADDER_CANCER_HIGH_RECURRENCE
LINDGREN_BLADDER_CANCER_WITH...         SET     114      0.02552    0.0020127     0.078744      0.37294 LINDGREN_BLADDER_CANCER_WITH_LOH_IN_CHR9Q
NAKAMURA_ALVEOLAR_EPITHELIUM            SET       5     0.056815   0.00094123      0.30344      0.42574 NAKAMURA_ALVEOLAR_EPITHELIUM
NAKAMURA_BRONCHIAL_AND_BRONC...         SET       6     -0.49281   -0.0089433      0.32196      0.93706 NAKAMURA_BRONCHIAL_AND_BRONCHIOLAR_EPITHELIA
NAKAMURA_LUNG_CANCER_DIFFERE...         SET      13     -0.11255   -0.0030059      0.19759      0.71553 NAKAMURA_LUNG_CANCER_DIFFERENTIATION_MARKERS
GALLUZZI_PREVENT_MITOCHONDIA...         SET      12      0.12624    0.0032392      0.23451      0.29519 GALLUZZI_PREVENT_MITOCHONDIAL_PERMEABILIZATION
MYLLYKANGAS_AMPLIFICATION_HO...4        SET      18    -0.063997   -0.0020109      0.17106      0.64585 MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_17
MYLLYKANGAS_AMPLIFICATION_HO...10       SET      14    -0.018325  -0.00050787      0.18341      0.53979 MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_24
MYLLYKANGAS_AMPLIFICATION_HO...11       SET       9      0.26684    0.0059304       0.3007      0.18744 MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_25
MYLLYKANGAS_AMPLIFICATION_HO...17       SET       7     -0.37367   -0.0073243      0.28959      0.90153 MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_7
MYLLYKANGAS_AMPLIFICATION_HO...12       SET      10      0.20022    0.0046903      0.22999        0.192 MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_27
MYLLYKANGAS_AMPLIFICATION_HO...2        SET      10      0.12154    0.0028471      0.25386      0.31605 MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_15
MYLLYKANGAS_AMPLIFICATION_HO...13       SET       7     -0.92463    -0.018124      0.34647      0.99619 MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_29
MYLLYKANGAS_AMPLIFICATION_HO...19       SET       8     -0.39718   -0.0083224      0.30926      0.90047 MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_9
MYLLYKANGAS_AMPLIFICATION_HO...3        SET       9     -0.28246   -0.0062774      0.28303      0.84085 MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_16
EBAUER_TARGETS_OF_PAX3_FOXO1...1        SET      49     -0.11262   -0.0058337       0.1134      0.83967 EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_DN
EBAUER_MYOGENIC_TARGETS_OF_P...         SET      44     -0.24755    -0.012153       0.1215      0.97919 EBAUER_MYOGENIC_TARGETS_OF_PAX3_FOXO1_FUSION
SCHAVOLT_TARGETS_OF_TP53_AND...         SET      14     -0.22276   -0.0061737      0.21165       0.8537 SCHAVOLT_TARGETS_OF_TP53_AND_TP63
MYLLYKANGAS_AMPLIFICATION_HO...18       SET      12    -0.014911  -0.00038263      0.25322      0.52348 MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_8
MYLLYKANGAS_AMPLIFICATION_HO...9        SET      19      0.23991    0.0077448      0.20396      0.11975 MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_23
MYLLYKANGAS_AMPLIFICATION_HO...6        SET       5      0.13865     0.002297      0.32678      0.33568 MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_2
MYLLYKANGAS_AMPLIFICATION_HO...7        SET       6      0.22588    0.0040991        0.318      0.23876 MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_21
MYLLYKANGAS_AMPLIFICATION_HO...14       SET       5      0.19319    0.0032005      0.36376      0.29768 MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_30
MYLLYKANGAS_AMPLIFICATION_HO...16       SET       6      0.13336    0.0024201      0.25051      0.29725 MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_6
MYLLYKANGAS_AMPLIFICATION_HO...1        SET      11      0.16727    0.0041096      0.22581      0.22942 MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_12
MATTIOLI_MGUS_VS_PCL                    SET      95    -0.047083   -0.0033916     0.075443      0.73371 MATTIOLI_MGUS_VS_PCL
MATTIOLI_MGUS_VS_MULTIPLE_MY...         SET      15      0.21671    0.0062166      0.20457      0.14473 MATTIOLI_MGUS_VS_MULTIPLE_MYELOMA
FARMER_BREAST_CANCER_APOCRIN...2        SET     307      -0.0412   -0.0053038     0.044684      0.82174 FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL
FARMER_BREAST_CANCER_APOCRIN...1        SET     309     0.010881    0.0014053     0.044365      0.40313 FARMER_BREAST_CANCER_APOCRINE_VS_BASAL
FARMER_BREAST_CANCER_BASAL_V...         SET     305    -0.061214    -0.007855     0.045521      0.91064 FARMER_BREAST_CANCER_BASAL_VS_LULMINAL
MYLLYKANGAS_AMPLIFICATION_HO...15       SET       6     0.058854    0.0010681      0.30036      0.42233 MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_5
MYLLYKANGAS_AMPLIFICATION_HO...5        SET       5   -0.0067197  -0.00011132      0.32501      0.50825 MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_18
LUI_THYROID_CANCER_CLUSTER_1            SET      48    -0.064287   -0.0032959      0.12016      0.70367 LUI_THYROID_CANCER_CLUSTER_1
LUI_THYROID_CANCER_CLUSTER_2            SET      42      0.13226    0.0063442      0.11356      0.12207 LUI_THYROID_CANCER_CLUSTER_2
LUI_THYROID_CANCER_CLUSTER_3            SET      28    -0.084999   -0.0033302        0.132      0.74018 LUI_THYROID_CANCER_CLUSTER_3
LUI_THYROID_CANCER_CLUSTER_4            SET      12     -0.12532   -0.0032158      0.21696      0.71824 LUI_THYROID_CANCER_CLUSTER_4
LUI_THYROID_CANCER_CLUSTER_5            SET      15      0.09862    0.0028291      0.18071      0.29263 LUI_THYROID_CANCER_CLUSTER_5
MYLLYKANGAS_AMPLIFICATION_HO...8        SET      11     -0.51276    -0.012598      0.21329      0.99189 MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_22
GRASEMANN_RETINOBLASTOMA_WIT...         SET      14       0.1547    0.0042874      0.20778      0.22828 GRASEMANN_RETINOBLASTOMA_WITH_6P_AMPLIFICATION
LUI_TARGETS_OF_PAX8_PPARG_FU...         SET      34    -0.035771   -0.0015441      0.11966       0.6175 LUI_TARGETS_OF_PAX8_PPARG_FUSION
SCHLOSSER_SERUM_RESPONSE_UP             SET     118      -0.1121   -0.0089935     0.069626      0.94629 SCHLOSSER_SERUM_RESPONSE_UP
SCHLOSSER_SERUM_RESPONSE_AUG...         SET     104     0.099687    0.0075114     0.072331      0.08408 SCHLOSSER_SERUM_RESPONSE_AUGMENTED_BY_MYC
SCHLOSSER_MYC_AND_SERUM_RESP...         SET      32     -0.19318   -0.0080903       0.1326      0.92741 SCHLOSSER_MYC_AND_SERUM_RESPONSE_SYNERGY
SCHLOSSER_MYC_TARGETS_REPRES...         SET     157    -0.027967   -0.0025854     0.057734      0.68595 SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM
SCHLOSSER_MYC_TARGETS_AND_SE...1        SET      43    -0.079694   -0.0038677       0.1109       0.7638 SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_DN
SCHLOSSER_MYC_TARGETS_AND_SE...2        SET      47     -0.16145   -0.0081911      0.10732      0.93376 SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_UP
SCHLOSSER_SERUM_RESPONSE_DN             SET     658    0.0020451   0.00038163     0.030725      0.47347 SCHLOSSER_SERUM_RESPONSE_DN
MATTIOLI_MULTIPLE_MYELOMA_SU...         SET      11     0.095686    0.0023508      0.22525       0.3355 MATTIOLI_MULTIPLE_MYELOMA_SUBGROUPS
MATTIOLI_MULTIPLE_MYELOMA_WI...         SET      34      0.16052    0.0069289      0.14405      0.13258 MATTIOLI_MULTIPLE_MYELOMA_WITH_14Q32_TRANSLOCATIONS
FARMER_BREAST_CANCER_CLUSTER...1        SET      37   -0.0023091  -0.00010397      0.13492      0.50683 FARMER_BREAST_CANCER_CLUSTER_1
FARMER_BREAST_CANCER_CLUSTER...8        SET       6     0.055743    0.0010116      0.42619      0.44797 FARMER_BREAST_CANCER_CLUSTER_8
FARMER_BREAST_CANCER_CLUSTER...7        SET      19    -0.012476  -0.00040276      0.18598      0.52674 FARMER_BREAST_CANCER_CLUSTER_7
FARMER_BREAST_CANCER_CLUSTER...2        SET      32     -0.32141     -0.01346       0.1442      0.98708 FARMER_BREAST_CANCER_CLUSTER_2
ROSTY_CERVICAL_CANCER_PROLIF...         SET     137   -0.0064454   -0.0005569     0.062937      0.54078 ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER
SCHEIDEREIT_IKK_INTERACTING_...         SET      50    0.0049347    0.0002582      0.11061      0.48221 SCHEIDEREIT_IKK_INTERACTING_PROTEINS
JAERVINEN_AMPLIFIED_IN_LARYN...         SET      40      0.10816    0.0050634      0.11947      0.18264 JAERVINEN_AMPLIFIED_IN_LARYNGEAL_CANCER
HEIDENBLAD_AMPLIFIED_IN_SOFT...         SET      13      0.40471     0.010809      0.20858     0.026182 HEIDENBLAD_AMPLIFIED_IN_SOFT_TISSUE_CANCER
HEIDENBLAD_AMPLIFIED_IN_BONE...         SET       7      0.26774    0.0052479      0.32704      0.20649 HEIDENBLAD_AMPLIFIED_IN_BONE_CANCER
OHASHI_AURKA_TARGETS                    SET       5      0.38026    0.0062996       0.3398      0.13157 OHASHI_AURKA_TARGETS
OHASHI_AURKB_TARGETS                    SET       7     -0.45093   -0.0088387      0.29287      0.93817 OHASHI_AURKB_TARGETS
KOBAYASHI_RESPONSE_TO_ROMIDE...         SET      19     0.082636    0.0026676      0.18428      0.32693 KOBAYASHI_RESPONSE_TO_ROMIDEPSIN
LA_MEN1_TARGETS                         SET      22    -0.092336   -0.0032072        0.169      0.70759 LA_MEN1_TARGETS
KOMMAGANI_TP63_GAMMA_TARGETS            SET       9      0.30604    0.0068014      0.28191      0.13884 KOMMAGANI_TP63_GAMMA_TARGETS
LUND_SILENCED_BY_METHYLATION            SET      15     -0.22145   -0.0063525      0.19084      0.87704 LUND_SILENCED_BY_METHYLATION
HONRADO_BREAST_CANCER_BRCA1_...         SET      15      0.16091    0.0046158      0.22073      0.23301 HONRADO_BREAST_CANCER_BRCA1_VS_BRCA2
BOWIE_RESPONSE_TO_EXTRACELLU...         SET      16    -0.079211   -0.0023467      0.18607      0.66483 BOWIE_RESPONSE_TO_EXTRACELLULAR_MATRIX
BOWIE_RESPONSE_TO_TAMOXIFEN             SET      17      0.14499    0.0044276      0.17563      0.20454 BOWIE_RESPONSE_TO_TAMOXIFEN
