# MEAN_SAMPLE_SIZE = 1000
# TOTAL_GENES = 18214
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
PID_HEDGEHOG_2PATHWAY                   SET      22     -0.37741    -0.013109      0.18206      0.98091 PID_HEDGEHOG_2PATHWAY
PID_INTEGRIN5_PATHWAY                   SET      17     -0.13213   -0.0040348      0.20678      0.73858 PID_INTEGRIN5_PATHWAY
PID_AR_NONGENOMIC_PATHWAY               SET      30     -0.12375   -0.0050184      0.13197       0.8258 PID_AR_NONGENOMIC_PATHWAY
PID_ERBB1_INTERNALIZATION_PA...         SET      40    -0.052836   -0.0024734      0.10982      0.68478 PID_ERBB1_INTERNALIZATION_PATHWAY
PID_HEDGEHOG_GLI_PATHWAY                SET      47    -0.010853  -0.00055062       0.1181      0.53661 PID_HEDGEHOG_GLI_PATHWAY
PID_CASPASE_PATHWAY                     SET      50      0.30177      0.01579      0.10836    0.0026814 PID_CASPASE_PATHWAY
PID_CXCR3_PATHWAY                       SET      42     0.043312    0.0020775      0.11617      0.35464 PID_CXCR3_PATHWAY
PID_BETA_CATENIN_NUC_PATHWAY            SET      72     0.014432   0.00090563     0.097851      0.44137 PID_BETA_CATENIN_NUC_PATHWAY
PID_VEGFR1_PATHWAY                      SET      26     -0.05133    -0.001938       0.1593      0.62635 PID_VEGFR1_PATHWAY
PID_SMAD2_3PATHWAY                      SET      16     -0.50646    -0.015005      0.18778       0.9965 PID_SMAD2_3PATHWAY
PID_P38_ALPHA_BETA_DOWNSTREA...         SET      37   -0.0061885  -0.00027864      0.13141      0.51878 PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY
PID_KIT_PATHWAY                         SET      51    -0.095093    -0.005025      0.11911      0.78766 PID_KIT_PATHWAY
PID_ECADHERIN_STABILIZATION_...         SET      41     -0.18876    -0.008946      0.12633      0.93244 PID_ECADHERIN_STABILIZATION_PATHWAY
PID_EPO_PATHWAY                         SET      32     -0.11398   -0.0047736      0.15267      0.77234 PID_EPO_PATHWAY
PID_IL2_STAT5_PATHWAY                   SET      28     -0.42754    -0.016751      0.14145      0.99874 PID_IL2_STAT5_PATHWAY
PID_TCR_CALCIUM_PATHWAY                 SET      27    -0.081129   -0.0031214      0.14461      0.71261 PID_TCR_CALCIUM_PATHWAY
PID_DELTA_NP63_PATHWAY                  SET      45     -0.16682   -0.0082819      0.12458      0.90971 PID_DELTA_NP63_PATHWAY
PID_VEGFR1_2_PATHWAY                    SET      69    -0.075567   -0.0046424     0.099645      0.77588 PID_VEGFR1_2_PATHWAY
PID_THROMBIN_PAR1_PATHWAY               SET      43    -0.049551   -0.0024048      0.11916      0.66123 PID_THROMBIN_PAR1_PATHWAY
PID_A6B1_A6B4_INTEGRIN_PATHW...         SET      45    -0.039743    -0.001973      0.11546      0.63465 PID_A6B1_A6B4_INTEGRIN_PATHWAY
PID_SYNDECAN_2_PATHWAY                  SET      32    -0.020484  -0.00085788      0.13905      0.55856 PID_SYNDECAN_2_PATHWAY
PID_RAC1_REG_PATHWAY                    SET      36    -0.017448  -0.00077495      0.13495      0.55144 PID_RAC1_REG_PATHWAY
PID_AURORA_A_PATHWAY                    SET      31     -0.14278   -0.0058854      0.12941      0.86505 PID_AURORA_A_PATHWAY
PID_ARF_3PATHWAY                        SET      19      0.10918    0.0035246      0.16142       0.2494 PID_ARF_3PATHWAY
PID_INSULIN_GLUCOSE_PATHWAY             SET      25     -0.16822   -0.0062283      0.15132      0.86685 PID_INSULIN_GLUCOSE_PATHWAY
PID_PI3KCI_AKT_PATHWAY                  SET      33     0.035641    0.0015157      0.14517      0.40303 PID_PI3KCI_AKT_PATHWAY
PID_SYNDECAN_3_PATHWAY                  SET      16    -0.099664   -0.0029527      0.18494      0.70502 PID_SYNDECAN_3_PATHWAY
PID_IL8_CXCR1_PATHWAY                   SET      28     0.058339    0.0022857      0.15137      0.34997 PID_IL8_CXCR1_PATHWAY
PID_MYC_REPRESS_PATHWAY                 SET      62     0.017203     0.001002     0.094024      0.42741 PID_MYC_REPRESS_PATHWAY
PID_HIF1_TFPATHWAY                      SET      64     0.023561    0.0013942      0.10152      0.40824 PID_HIF1_TFPATHWAY
PID_TAP63_PATHWAY                       SET      54     -0.11855   -0.0064454      0.10368      0.87354 PID_TAP63_PATHWAY
PID_EPHRINB_REV_PATHWAY                 SET      29      -0.1631   -0.0065031      0.14464      0.87026 PID_EPHRINB_REV_PATHWAY
PID_BARD1_PATHWAY                       SET      29    -0.074633   -0.0029757      0.15767      0.68202 PID_BARD1_PATHWAY
PID_P53_REGULATION_PATHWAY              SET      57      0.10892    0.0060836     0.097302       0.1315 PID_P53_REGULATION_PATHWAY
PID_TOLL_ENDOGENOUS_PATHWAY             SET      21      0.51419      0.01745      0.18118    0.0022729 PID_TOLL_ENDOGENOUS_PATHWAY
PID_NCADHERIN_PATHWAY                   SET      33     0.032415    0.0013785       0.1379      0.40708 PID_NCADHERIN_PATHWAY
PID_ANTHRAX_PATHWAY                     SET      18     0.050083    0.0015737      0.18967      0.39587 PID_ANTHRAX_PATHWAY
PID_S1P_S1P2_PATHWAY                    SET      23     -0.24027    -0.008533      0.16793      0.92375 PID_S1P_S1P2_PATHWAY
PID_RAS_PATHWAY                         SET      30      0.19343    0.0078441      0.13285     0.072704 PID_RAS_PATHWAY
PID_MAPK_TRK_PATHWAY                    SET      33      0.08697    0.0036986      0.13509      0.25986 PID_MAPK_TRK_PATHWAY
PID_PI3K_PLC_TRK_PATHWAY                SET      35     0.030908    0.0013536      0.12814       0.4047 PID_PI3K_PLC_TRK_PATHWAY
PID_CD8_TCR_DOWNSTREAM_PATHW...         SET      61    -0.030566    -0.001766      0.10673      0.61271 PID_CD8_TCR_DOWNSTREAM_PATHWAY
PID_EPHA2_FWD_PATHWAY                   SET      19     -0.46128    -0.014891      0.18608      0.99341 PID_EPHA2_FWD_PATHWAY
PID_LYMPH_ANGIOGENESIS_PATHW...         SET      24     -0.36236    -0.013145      0.16334      0.98673 PID_LYMPH_ANGIOGENESIS_PATHWAY
PID_ALPHA_SYNUCLEIN_PATHWAY             SET      31   -0.0048238  -0.00019884      0.15422      0.51248 PID_ALPHA_SYNUCLEIN_PATHWAY
PID_FGF_PATHWAY                         SET      54     -0.19331     -0.01051       0.1106      0.95975 PID_FGF_PATHWAY
PID_INTEGRIN_A4B1_PATHWAY               SET      33     -0.15029   -0.0063915      0.13377      0.86939 PID_INTEGRIN_A4B1_PATHWAY
PID_RAC1_PATHWAY                        SET      52     0.040519     0.002162      0.10979      0.35604 PID_RAC1_PATHWAY
PID_RB_1PATHWAY                         SET      60     0.041683    0.0023885      0.10006      0.33849 PID_RB_1PATHWAY
PID_FAK_PATHWAY                         SET      57     -0.15228   -0.0085059      0.10547       0.9256 PID_FAK_PATHWAY
PID_HNF3A_PATHWAY                       SET      43    -0.019482  -0.00094552      0.12954      0.55977 PID_HNF3A_PATHWAY
PID_TGFBR_PATHWAY                       SET      52    -0.098504   -0.0052558      0.10423      0.82768 PID_TGFBR_PATHWAY
PID_HES_HEY_PATHWAY                     SET      45      0.23282     0.011558      0.12687     0.033255 PID_HES_HEY_PATHWAY
PID_IL12_STAT4_PATHWAY                  SET      33      0.15222    0.0064735      0.15016      0.15537 PID_IL12_STAT4_PATHWAY
REACTOME_GLYCOGEN_BREAKDOWN_...         SET      12      0.15659    0.0040181      0.28693      0.29263 REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS
REACTOME_TRANSLATION                    SET     275    -0.030569   -0.0037278     0.044027      0.75625 REACTOME_TRANSLATION
REACTOME_PYRIMIDINE_CATABOLI...         SET      12    -0.059187   -0.0015187      0.23978      0.59748 REACTOME_PYRIMIDINE_CATABOLISM
REACTOME_INHIBITION_OF_THE_P...         SET      20      0.11294    0.0037405      0.15314      0.23042 REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS
REACTOME_PYRUVATE_METABOLISM...         SET      52     0.019696    0.0010509      0.10968      0.42874 REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE
REACTOME_APOPTOTIC_CLEAVAGE_...1        SET      35      0.27208     0.011916       0.1292     0.017614 REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS
REACTOME_ACTIVATION_OF_THE_P...2        SET      30      0.28733     0.011652      0.12664     0.011644 REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX
REACTOME_PROCESSING_OF_INTRO...         SET      18    -0.051211   -0.0016092      0.16115      0.62468 REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS
REACTOME_GAP_JUNCTION_DEGRAD...         SET      12     0.096823    0.0024845      0.22995      0.33686 REACTOME_GAP_JUNCTION_DEGRADATION
REACTOME_BASE_EXCISION_REPAIR           SET      73    -0.020649   -0.0013047     0.086136      0.59473 REACTOME_BASE_EXCISION_REPAIR
REACTOME_BILE_ACID_AND_BILE_...         SET      43     0.028945    0.0014048      0.11722      0.40248 REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM
REACTOME_SYNTHESIS_OF_BILE_A...4        SET      24     -0.10217   -0.0037062      0.15443      0.74587 REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL
REACTOME_RECYCLING_OF_BILE_A...         SET      16    -0.081002   -0.0023998      0.17621      0.67713 REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS
REACTOME_SIGNALING_BY_RHO_GT...         SET     403     0.057455    0.0084515     0.040428     0.077644 REACTOME_SIGNALING_BY_RHO_GTPASES
REACTOME_SIGNALING_BY_WNT               SET     296     0.036442    0.0046078     0.047014      0.21914 REACTOME_SIGNALING_BY_WNT
REACTOME_SYNTHESIS_OF_BILE_A...2        SET      14     -0.18918    -0.005243      0.19066      0.83946 REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL
REACTOME_SYNTHESIS_OF_BILE_A...1        SET      34    -0.021469  -0.00092674       0.1353      0.56304 REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS
REACTOME_ANDROGEN_BIOSYNTHES...         SET      11     0.025273    0.0006209      0.21598      0.45342 REACTOME_ANDROGEN_BIOSYNTHESIS
REACTOME_INSULIN_RECEPTOR_RE...         SET      25    -0.046376    -0.001717      0.15131      0.62038 REACTOME_INSULIN_RECEPTOR_RECYCLING
REACTOME_NEF_MEDIATED_DOWNRE...         SET       9      -0.5738    -0.012752      0.21759      0.99582 REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION
REACTOME_SIGNALING_BY_SCF_KIT           SET      43     0.089442    0.0043408      0.12578      0.23852 REACTOME_SIGNALING_BY_SCF_KIT
REACTOME_DEVELOPMENTAL_BIOLO...         SET    1045    -0.019307     -0.00449     0.026744      0.76482 REACTOME_DEVELOPMENTAL_BIOLOGY
REACTOME_CROSS_PRESENTATION_...2        SET      49    -0.035045   -0.0018153      0.11895      0.61586 REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES
REACTOME_SIGNALING_BY_NODAL             SET      19     -0.16192   -0.0052271      0.17261      0.82589 REACTOME_SIGNALING_BY_NODAL
REACTOME_DAG_AND_IP3_SIGNALI...         SET      40     -0.28491    -0.013338      0.13901      0.97979 REACTOME_DAG_AND_IP3_SIGNALING
REACTOME_SPRY_REGULATION_OF_...         SET      16     -0.40074    -0.011873      0.20186      0.97643 REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING
REACTOME_ANTIGEN_PROCESSING_...1        SET      94    -0.060599   -0.0043422     0.081313      0.77194 REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION
REACTOME_GROWTH_HORMONE_RECE...         SET      23    -0.096854   -0.0034397      0.19267       0.6924 REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING
REACTOME_CELL_CELL_COMMUNICA...         SET     124     -0.10563   -0.0086863     0.073834      0.92373 REACTOME_CELL_CELL_COMMUNICATION
REACTOME_ENDOSOMAL_VACUOLAR_...         SET      11     -0.64437    -0.015831      0.22276      0.99809 REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY
REACTOME_TETRAHYDROBIOPTERIN...         SET      10      0.29697    0.0069568      0.25534      0.12241 REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION
REACTOME_MEIOSIS                        SET      92     -0.18236    -0.012928     0.083233      0.98577 REACTOME_MEIOSIS
REACTOME_G0_AND_EARLY_G1                SET      27    -0.089771   -0.0034539      0.14076      0.73818 REACTOME_G0_AND_EARLY_G1
REACTOME_REGULATION_OF_KIT_S...         SET      16     0.002935   8.6954e-05       0.2214      0.49471 REACTOME_REGULATION_OF_KIT_SIGNALING
REACTOME_MEMBRANE_TRAFFICKING           SET     600   -0.0044279  -0.00079033     0.031474      0.55594 REACTOME_MEMBRANE_TRAFFICKING
REACTOME_NEF_MEDIATES_DOWN_M...         SET      20     -0.36149    -0.011973      0.16157      0.98736 REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS
REACTOME_IMMUNOREGULATORY_IN...         SET     124     -0.21015    -0.017281     0.075872      0.99719 REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL
REACTOME_VITAMIN_B5_PANTOTHE...         SET      16      0.10888    0.0032258      0.17991      0.27252 REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM
REACTOME_METABOLISM_OF_VITAM...         SET     186     0.061456    0.0061788     0.056321      0.13761 REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS
REACTOME_TRANS_GOLGI_NETWORK...         SET      67    -0.099519   -0.0060249     0.089044      0.86813 REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING
REACTOME_RESOLUTION_OF_AP_SI...         SET      25      -0.1266   -0.0046872      0.14071      0.81585 REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY
REACTOME_GAMMA_CARBOXYLATION...2        SET       9    -0.074946   -0.0016656       0.1962      0.64876 REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS
REACTOME_CELL_CYCLE                     SET     627    -0.021305   -0.0038844     0.031116      0.75323 REACTOME_CELL_CYCLE
REACTOME_SIGNALING_BY_ERBB4             SET      57    -0.026244   -0.0014659      0.10109      0.60242 REACTOME_SIGNALING_BY_ERBB4
REACTOME_ORC1_REMOVAL_FROM_C...         SET      70      0.15019    0.0092935     0.094828     0.056621 REACTOME_ORC1_REMOVAL_FROM_CHROMATIN
REACTOME_O_LINKED_GLYCOSYLAT...2        SET      60     -0.24612    -0.014103      0.10812      0.98858 REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS
REACTOME_SULFUR_AMINO_ACID_M...         SET      27     -0.18238   -0.0070168      0.14087      0.90228 REACTOME_SULFUR_AMINO_ACID_METABOLISM
REACTOME_DOWNREGULATION_OF_E...1        SET      13      0.23179    0.0061905       0.2083      0.13291 REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING
REACTOME_ANTIVIRAL_MECHANISM...         SET      81     -0.23682    -0.015758     0.089227      0.99602 REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES
REACTOME_PROLACTIN_RECEPTOR_...         SET      14   -0.0064397  -0.00017847      0.25238      0.51018 REACTOME_PROLACTIN_RECEPTOR_SIGNALING
REACTOME_SIGNALING_BY_ERBB2             SET      50     0.052599    0.0027522      0.11007      0.31637 REACTOME_SIGNALING_BY_ERBB2
REACTOME_SPHINGOLIPID_DE_NOV...         SET      44      0.12364    0.0060696      0.11428      0.13966 REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS
REACTOME_TERMINATION_OF_O_GL...         SET      23     -0.31348    -0.011133      0.17613      0.96244 REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS
REACTOME_DEFENSINS                      SET      44      0.18111     0.008891      0.15782      0.12559 REACTOME_DEFENSINS
REACTOME_CONSTITUTIVE_SIGNAL...4        SET      19    -0.032833   -0.0010599      0.16897      0.57703 REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS
REACTOME_GRB2_EVENTS_IN_ERBB...         SET      16      0.51189     0.015166      0.19213    0.0038614 REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING
REACTOME_SIGNALING_BY_EGFR_I...         SET      25    -0.077195    -0.002858       0.1535      0.69248 REACTOME_SIGNALING_BY_EGFR_IN_CANCER
REACTOME_BETA_DEFENSINS                 SET      36     0.090664    0.0040268      0.17696      0.30421 REACTOME_BETA_DEFENSINS
REACTOME_SRP_DEPENDENT_COTRA...         SET     101    -0.072598   -0.0053912     0.072812      0.84062 REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE
REACTOME_PI3K_EVENTS_IN_ERBB...2        SET      10      0.27737    0.0064976      0.29411      0.17282 REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING
REACTOME_SHC1_EVENTS_IN_ERBB...2        SET      14      0.23157    0.0064179      0.19816      0.12129 REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING
REACTOME_PI3K_EVENTS_IN_ERBB...1        SET      16      0.25208    0.0074681      0.20511      0.10954 REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING
REACTOME_NUCLEAR_SIGNALING_B...         SET      32     -0.10963   -0.0045914      0.13438       0.7927 REACTOME_NUCLEAR_SIGNALING_BY_ERBB4
REACTOME_GLYCOSPHINGOLIPID_M...         SET      38     -0.18635   -0.0085033      0.12233      0.93616 REACTOME_GLYCOSPHINGOLIPID_METABOLISM
REACTOME_DEGRADATION_OF_THE_...         SET     135    -0.022312   -0.0019138     0.072247      0.62127 REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX
REACTOME_MITOCHONDRIAL_PROTE...         SET      58     0.092334    0.0052023     0.090402      0.15355 REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT
REACTOME_SIGNALING_BY_HIPPO             SET      19      0.34805     0.011236        0.185     0.029969 REACTOME_SIGNALING_BY_HIPPO
REACTOME_ACTIVATED_NOTCH1_TR...         SET      31     -0.18668   -0.0076952      0.13811      0.91175 REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS
REACTOME_TRAFFICKING_AND_PRO...         SET      11     -0.18582   -0.0045652      0.21142      0.81026 REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR
REACTOME_SIGNALING_BY_NOTCH4            SET      79      0.11794    0.0077507     0.093673      0.10401 REACTOME_SIGNALING_BY_NOTCH4
REACTOME_DOWNSTREAM_SIGNALIN...1        SET      79      0.10293    0.0067644     0.092495       0.1329 REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR
REACTOME_YAP1_AND_WWTR1_TAZ_...         SET      14     -0.34389   -0.0095308      0.21979      0.94116 REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION
REACTOME_SIGNALING_BY_NOTCH2            SET      31    -0.042468   -0.0017506      0.13965      0.61948 REACTOME_SIGNALING_BY_NOTCH2
REACTOME_PRE_NOTCH_EXPRESSIO...         SET      83     0.017143    0.0011547     0.091641       0.4258 REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING
REACTOME_SIGNALING_BY_THE_B_...         SET     106     0.076632    0.0058292     0.080429      0.17035 REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR
REACTOME_EXTRACELLULAR_MATRI...         SET     292    -0.076063   -0.0095535     0.048883      0.94014 REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION
REACTOME_NOTCH1_INTRACELLULA...         SET      43      0.19193    0.0093146      0.12657     0.064721 REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION
REACTOME_PRE_NOTCH_PROCESSIN...1        SET      18    -0.091268   -0.0028678      0.18859      0.68578 REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI
REACTOME_SIGNALING_BY_NOTCH1            SET      69     0.035021    0.0021515     0.095854      0.35743 REACTOME_SIGNALING_BY_NOTCH1
REACTOME_SIGNALING_BY_NOTCH3            SET      46    -0.031371   -0.0015746      0.12252      0.60104 REACTOME_SIGNALING_BY_NOTCH3
REACTOME_TRIGLYCERIDE_BIOSYN...         SET      12     0.040663    0.0010434      0.22158       0.4272 REACTOME_TRIGLYCERIDE_BIOSYNTHESIS
REACTOME_INSULIN_RECEPTOR_SI...         SET      53     -0.12198   -0.0065706      0.10751      0.87171 REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE
REACTOME_ARMS_MEDIATED_ACTIV...         SET       7      0.27727    0.0054348      0.30154      0.17892 REACTOME_ARMS_MEDIATED_ACTIVATION
REACTOME_PROLONGED_ERK_ACTIV...         SET      14      0.11188    0.0031007      0.21779      0.30373 REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS
REACTOME_SIGNALLING_TO_RAS              SET      20     0.055965    0.0018535         0.16      0.36326 REACTOME_SIGNALLING_TO_RAS
REACTOME_SIGNALING_BY_BMP               SET      27     0.080913     0.003113      0.15367      0.29926 REACTOME_SIGNALING_BY_BMP
REACTOME_CELL_SURFACE_INTERA...         SET     132    -0.058826   -0.0049898     0.070523      0.79789 REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL
REACTOME_SIGNALLING_TO_ERKS             SET      34     0.071187    0.0030729      0.13114      0.29362 REACTOME_SIGNALLING_TO_ERKS
REACTOME_P38MAPK_EVENTS                 SET      13       0.2792    0.0074566      0.20117       0.0826 REACTOME_P38MAPK_EVENTS
REACTOME_ACYL_CHAIN_REMODELL...4        SET      17    -0.024354  -0.00074372      0.20267      0.54782 REACTOME_ACYL_CHAIN_REMODELLING_OF_PI
REACTOME_TGF_BETA_RECEPTOR_S...2        SET      15    -0.059514   -0.0017073      0.23016      0.60202 REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION
REACTOME_DOWNREGULATION_OF_T...         SET      26     -0.17693   -0.0066803      0.15445        0.874 REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING
REACTOME_COLLAGEN_FORMATION             SET      88     0.049768     0.003451     0.089283      0.28863 REACTOME_COLLAGEN_FORMATION
REACTOME_SMAD2_SMAD3_SMAD4_H...         SET      31     -0.10399   -0.0042865      0.13069      0.78689 REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION
REACTOME_SIGNALING_BY_FGFR_I...         SET      62     0.042444    0.0024722      0.10227      0.33907 REACTOME_SIGNALING_BY_FGFR_IN_DISEASE
REACTOME_HS_GAG_DEGRADATION             SET      19     -0.24147   -0.0077953      0.17209      0.91971 REACTOME_HS_GAG_DEGRADATION
REACTOME_SYNTHESIS_OF_PIPS_A...1        SET      15      0.14563    0.0041777      0.17757      0.20607 REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE
REACTOME_SIGNALLING_TO_P38_V...         SET       5    -0.061624   -0.0010209      0.37643      0.56502 REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN
REACTOME_ACYL_CHAIN_REMODELL...1        SET      27     0.094984    0.0036544      0.15893      0.27505 REACTOME_ACYL_CHAIN_REMODELLING_OF_PC
REACTOME_SYNTHESIS_OF_PIPS_A...3        SET      17     -0.10574   -0.0032291      0.18864      0.71245 REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE
REACTOME_TGF_BETA_RECEPTOR_S...1        SET      32     -0.20182   -0.0084519      0.13458      0.93313 REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS
REACTOME_PHOSPHOLIPID_METABO...         SET     201     0.059292    0.0061943     0.054453      0.13811 REACTOME_PHOSPHOLIPID_METABOLISM
REACTOME_CS_DS_DEGRADATION              SET      12      0.06357    0.0016312      0.23089      0.39153 REACTOME_CS_DS_DEGRADATION
REACTOME_SYNTHESIS_OF_PA                SET      39    -0.042157   -0.0019487      0.13141      0.62582 REACTOME_SYNTHESIS_OF_PA
REACTOME_SYNTHESIS_OF_PIPS_A...4        SET      10     -0.39955   -0.0093598      0.22539      0.96185 REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE
REACTOME_SYNTHESIS_OF_PE                SET      13      0.10935    0.0029204       0.1931      0.28561 REACTOME_SYNTHESIS_OF_PE
REACTOME_GASTRIN_CREB_SIGNAL...         SET      17     0.028591    0.0008731      0.18318      0.43798 REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK
REACTOME_CHONDROITIN_SULFATE...1        SET      18      0.10013    0.0031463      0.18201      0.29112 REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS
REACTOME_HYALURONAN_UPTAKE_A...         SET      12     -0.09035   -0.0023184       0.2214      0.65839 REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION
REACTOME_SYNTHESIS_OF_PIPS_A...5        SET      47    -0.067413   -0.0034201      0.10688      0.73588 REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE
REACTOME_THE_ACTIVATION_OF_A...         SET       8     -0.29093    -0.006096      0.29326       0.8394 REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES
REACTOME_TRANSCRIPTIONAL_ACT...2        SET      42      -0.1662   -0.0079718      0.11648      0.92317 REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER
REACTOME_HYALURONAN_METABOLI...         SET      17    -0.023898  -0.00072978      0.19205      0.54951 REACTOME_HYALURONAN_METABOLISM
REACTOME_DOWNREGULATION_OF_S...         SET      22     -0.28723   -0.0099766      0.17363      0.95095 REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY
REACTOME_KERATAN_SULFATE_BIO...         SET      28     -0.20224   -0.0079234       0.1405      0.92497 REACTOME_KERATAN_SULFATE_BIOSYNTHESIS
REACTOME_REVERSIBLE_HYDRATIO...         SET      11      0.32845    0.0080694      0.24813     0.092814 REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE
REACTOME_PI_METABOLISM                  SET      78     0.080661    0.0052673     0.086574      0.17575 REACTOME_PI_METABOLISM
REACTOME_ABACAVIR_TRANSPORT_...         SET      10       0.2555    0.0059853      0.26665      0.16899 REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM
REACTOME_CHONDROITIN_SULFATE...2        SET      45     0.069896      0.00347       0.1197      0.27965 REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM
