# MEAN_SAMPLE_SIZE = 1000
# TOTAL_GENES = 18214
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
DEURIG_T_CELL_PROLYMPHOCYTIC...2        SET     334     0.028714    0.0038526     0.042867      0.25148 DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP
DEURIG_T_CELL_PROLYMPHOCYTIC...1        SET     295     0.029899    0.0037743     0.045906      0.25743 DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN
LIU_CMYB_TARGETS_UP                     SET     153     0.058568    0.0053455      0.06365      0.17875 LIU_CMYB_TARGETS_UP
LIU_CMYB_TARGETS_DN                     SET       6    -0.025473  -0.00046228       0.2731      0.53716 LIU_CMYB_TARGETS_DN
LIU_VMYB_TARGETS_UP                     SET     117     0.033467    0.0026737     0.070995      0.31868 LIU_VMYB_TARGETS_UP
LIU_TARGETS_OF_VMYB_VS_CMYB_...2        SET      15     -0.10373   -0.0029757      0.19841      0.69944 LIU_TARGETS_OF_VMYB_VS_CMYB_UP
LIU_TARGETS_OF_VMYB_VS_CMYB_...1        SET      39    0.0050632   0.00023405       0.1291      0.48436 LIU_TARGETS_OF_VMYB_VS_CMYB_DN
CHARAFE_BREAST_CANCER_LUMINA...2        SET     365    -0.049266   -0.0069042     0.041563      0.88205 CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP
CHARAFE_BREAST_CANCER_LUMINA...1        SET     427     0.064293    0.0097283     0.040511     0.056259 CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN
CHARAFE_BREAST_CANCER_LUMINA...4        SET     427     0.032916    0.0049806     0.037637      0.19091 CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP
CHARAFE_BREAST_CANCER_LUMINA...3        SET     444     0.028887    0.0044549     0.039664      0.23323 CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN
CHARAFE_BREAST_CANCER_BASAL_...2        SET     115     0.033739    0.0026725     0.074198      0.32466 CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP
CHARAFE_BREAST_CANCER_BASAL_...1        SET      51      0.13225    0.0069885        0.123      0.14114 CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN
DOANE_BREAST_CANCER_CLASSES_...2        SET      66     0.036868    0.0022154     0.094265      0.34786 DOANE_BREAST_CANCER_CLASSES_UP
DOANE_BREAST_CANCER_CLASSES_...1        SET      33     -0.22545   -0.0095881      0.14508       0.9399 DOANE_BREAST_CANCER_CLASSES_DN
DOANE_RESPONSE_TO_ANDROGEN_UP           SET     168      0.06254    0.0059787     0.059847      0.14802 DOANE_RESPONSE_TO_ANDROGEN_UP
DOANE_RESPONSE_TO_ANDROGEN_DN           SET     230    0.0064907   0.00072477     0.052205      0.45053 DOANE_RESPONSE_TO_ANDROGEN_DN
DOANE_BREAST_CANCER_ESR1_UP             SET     107     0.039855    0.0030458     0.081791      0.31303 DOANE_BREAST_CANCER_ESR1_UP
DOANE_BREAST_CANCER_ESR1_DN             SET      45      0.16183    0.0080342      0.11628     0.082007 DOANE_BREAST_CANCER_ESR1_DN
WANG_RESPONSE_TO_ANDROGEN_UP            SET      27    -0.034713   -0.0013356      0.15471      0.58877 WANG_RESPONSE_TO_ANDROGEN_UP
WANG_RESPONSE_TO_FORSKOLIN_UP           SET      21     0.058394    0.0019817      0.17586      0.36993 WANG_RESPONSE_TO_FORSKOLIN_UP
WANG_RESPONSE_TO_FORSKOLIN_DN           SET       9     -0.19903   -0.0044233      0.26365      0.77484 WANG_RESPONSE_TO_FORSKOLIN_DN
TIMOFEEVA_GROWTH_STRESS_VIA_...         SET      16     -0.27512   -0.0081509      0.19531      0.92053 TIMOFEEVA_GROWTH_STRESS_VIA_STAT1_DN
LAIHO_COLORECTAL_CANCER_SERR...2        SET     111    -0.026871   -0.0020913     0.073833      0.64205 LAIHO_COLORECTAL_CANCER_SERRATED_UP
LAIHO_COLORECTAL_CANCER_SERR...1        SET      69      0.06843     0.004204     0.087619      0.21741 LAIHO_COLORECTAL_CANCER_SERRATED_DN
BORCZUK_MALIGNANT_MESOTHELIO...2        SET     283     -0.11575    -0.014316     0.045569      0.99445 BORCZUK_MALIGNANT_MESOTHELIOMA_UP
BORCZUK_MALIGNANT_MESOTHELIO...1        SET      91     0.044977    0.0031713      0.07915      0.28493 BORCZUK_MALIGNANT_MESOTHELIOMA_DN
ROY_WOUND_BLOOD_VESSEL_UP               SET      46      0.04623    0.0023204       0.1249      0.35565 ROY_WOUND_BLOOD_VESSEL_UP
ROY_WOUND_BLOOD_VESSEL_DN               SET      19    -0.032632   -0.0010534      0.18312      0.57072 ROY_WOUND_BLOOD_VESSEL_DN
GRABARCZYK_BCL11B_TARGETS_UP            SET      72    0.0052959   0.00033232     0.090823      0.47675 GRABARCZYK_BCL11B_TARGETS_UP
GRABARCZYK_BCL11B_TARGETS_DN            SET      57    -0.043739    -0.002443      0.10615      0.65985 GRABARCZYK_BCL11B_TARGETS_DN
NEWMAN_ERCC6_TARGETS_UP                 SET      25      0.16718    0.0061896      0.17668      0.17203 NEWMAN_ERCC6_TARGETS_UP
NEWMAN_ERCC6_TARGETS_DN                 SET      36     -0.16549   -0.0073501      0.14841      0.86758 NEWMAN_ERCC6_TARGETS_DN
HORIUCHI_WTAP_TARGETS_UP                SET     285     0.044626    0.0055385     0.048533      0.17892 HORIUCHI_WTAP_TARGETS_UP
HORIUCHI_WTAP_TARGETS_DN                SET     299     -0.03205   -0.0040727     0.044477      0.76442 HORIUCHI_WTAP_TARGETS_DN
GAL_LEUKEMIC_STEM_CELL_UP               SET     114     -0.02132   -0.0016815     0.071093      0.61787 GAL_LEUKEMIC_STEM_CELL_UP
GAL_LEUKEMIC_STEM_CELL_DN               SET     224    -0.028489     -0.00314     0.051405      0.71028 GAL_LEUKEMIC_STEM_CELL_DN
CHOI_ATL_CHRONIC_VS_ACUTE_DN            SET      18     -0.29159   -0.0091622      0.17544      0.95174 CHOI_ATL_CHRONIC_VS_ACUTE_DN
BASAKI_YBX1_TARGETS_UP                  SET     275    -0.013435   -0.0016384     0.045384       0.6164 BASAKI_YBX1_TARGETS_UP
BASAKI_YBX1_TARGETS_DN                  SET     355     0.025457    0.0035193     0.042526      0.27471 BASAKI_YBX1_TARGETS_DN
NOJIMA_SFRP2_TARGETS_UP                 SET      31      0.45245     0.018651      0.14725    0.0010621 NOJIMA_SFRP2_TARGETS_UP
NOJIMA_SFRP2_TARGETS_DN                 SET      23       0.1389    0.0049327      0.16436      0.19904 NOJIMA_SFRP2_TARGETS_DN
WIKMAN_ASBESTOS_LUNG_CANCER_...2        SET      15      0.04277    0.0012269      0.19177      0.41176 WIKMAN_ASBESTOS_LUNG_CANCER_UP
WIKMAN_ASBESTOS_LUNG_CANCER_...1        SET      29  -0.00043685  -1.7418e-05      0.13517      0.50129 WIKMAN_ASBESTOS_LUNG_CANCER_DN
RODRIGUES_DCC_TARGETS_UP                SET       5     0.026117   0.00043267      0.45338      0.47703 RODRIGUES_DCC_TARGETS_UP
RODRIGUES_DCC_TARGETS_DN                SET     113     0.086754    0.0068122     0.072488       0.1157 RODRIGUES_DCC_TARGETS_DN
RODRIGUES_NTN1_TARGETS_UP               SET      14     -0.12639   -0.0035028      0.22997       0.7087 RODRIGUES_NTN1_TARGETS_UP
RODRIGUES_NTN1_TARGETS_DN               SET     150    -0.038012   -0.0034354     0.067262      0.71401 RODRIGUES_NTN1_TARGETS_DN
WANG_LMO4_TARGETS_UP                    SET     329    -0.095127    -0.012669     0.043396      0.98581 WANG_LMO4_TARGETS_UP
WANG_LMO4_TARGETS_DN                    SET     338    -0.036868   -0.0049757     0.042734      0.80585 WANG_LMO4_TARGETS_DN
WANG_CLIM2_TARGETS_UP                   SET     220     0.013407    0.0014646     0.051971      0.39821 WANG_CLIM2_TARGETS_UP
WANG_CLIM2_TARGETS_DN                   SET     169    -0.042523   -0.0040771     0.057324      0.77089 WANG_CLIM2_TARGETS_DN
VECCHI_GASTRIC_CANCER_ADVANC...2        SET     165    -0.099934   -0.0094686      0.06648       0.9336 VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP
VECCHI_GASTRIC_CANCER_ADVANC...1        SET     133     0.097395    0.0082924     0.067018     0.073086 VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN
VECCHI_GASTRIC_CANCER_EARLY_...2        SET     400    -0.026384   -0.0038669     0.038659      0.75253 VECCHI_GASTRIC_CANCER_EARLY_UP
VECCHI_GASTRIC_CANCER_EARLY_...1        SET     324    0.0077603    0.0010258     0.047854      0.43559 VECCHI_GASTRIC_CANCER_EARLY_DN
BARRIER_COLON_CANCER_RECURRE...2        SET      39        0.141    0.0065179      0.13246      0.14356 BARRIER_COLON_CANCER_RECURRENCE_UP
BARRIER_COLON_CANCER_RECURRE...1        SET      17     -0.34097    -0.010412      0.18701      0.96586 BARRIER_COLON_CANCER_RECURRENCE_DN
SMIRNOV_CIRCULATING_ENDOTHEL...2        SET     148     0.017087     0.001534     0.065162      0.39658 SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_UP
SMIRNOV_CIRCULATING_ENDOTHEL...1        SET       5     -0.15768   -0.0026122      0.31364      0.69242 SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_DN
SLEBOS_HEAD_AND_NECK_CANCER_...         SET      70      0.22862     0.014146     0.092347    0.0066547 SLEBOS_HEAD_AND_NECK_CANCER_WITH_HPV_UP
JAEGER_METASTASIS_UP                    SET      39     -0.15583   -0.0072032      0.13489        0.876 JAEGER_METASTASIS_UP
JAEGER_METASTASIS_DN                    SET     243    0.0044618   0.00051192     0.051785      0.46567 JAEGER_METASTASIS_DN
OSMAN_BLADDER_CANCER_UP                 SET     379    -0.031304   -0.0044686     0.039753      0.78449 OSMAN_BLADDER_CANCER_UP
OSMAN_BLADDER_CANCER_DN                 SET     371    0.0077266    0.0010915      0.03922      0.42191 OSMAN_BLADDER_CANCER_DN
GINESTIER_BREAST_CANCER_ZNF2...2        SET      65      0.04268    0.0025452     0.096252      0.32873 GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_UP
GINESTIER_BREAST_CANCER_ZNF2...1        SET     312    -0.044286   -0.0057465     0.041175      0.85893 GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_DN
GINESTIER_BREAST_CANCER_20Q1...2        SET      99     0.012677   0.00093212      0.07894      0.43621 GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_UP
GINESTIER_BREAST_CANCER_20Q1...1        SET     161    -0.069047   -0.0064631     0.058293      0.88188 GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN
OSWALD_HEMATOPOIETIC_STEM_CE...2        SET     213    0.0088412   0.00095051     0.053401      0.43425 OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_UP
OSWALD_HEMATOPOIETIC_STEM_CE...1        SET     260    -0.036226   -0.0042973     0.048771      0.77119 OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_DN
GARGALOVIC_RESPONSE_TO_OXIDI...24       SET      31    -0.076014   -0.0031334      0.14548      0.69934 GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_UP
GARGALOVIC_RESPONSE_TO_OXIDI...23       SET      23     -0.10689    -0.003796      0.15162      0.75958 GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_DN
GARGALOVIC_RESPONSE_TO_OXIDI...22       SET      77     0.031824    0.0020648     0.092043      0.36477 GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_UP
GARGALOVIC_RESPONSE_TO_OXIDI...21       SET      50   -0.0042104   -0.0002203      0.10955      0.51533 GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_DN
GARGALOVIC_RESPONSE_TO_OXIDI...18       SET      16     0.074651    0.0022116      0.20577      0.35838 GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_UP
GARGALOVIC_RESPONSE_TO_OXIDI...17       SET      25      0.01639   0.00060681      0.16774      0.46108 GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_DN
GARGALOVIC_RESPONSE_TO_OXIDI...14       SET      26    -0.031245   -0.0011797      0.15435      0.58021 GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_MAGENTA_UP
GARGALOVIC_RESPONSE_TO_OXIDI...13       SET      12      0.41536     0.010658         0.19     0.014409 GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_MAGENTA_DN
GARGALOVIC_RESPONSE_TO_OXIDI...12       SET      11   -0.0039025  -9.5877e-05       0.2468      0.50631 GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_LIGHTYELLOW_UP
GARGALOVIC_RESPONSE_TO_OXIDI...8        SET      26     -0.35518     -0.01341      0.16589      0.98386 GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_UP
GARGALOVIC_RESPONSE_TO_OXIDI...7        SET      22   -0.0040762  -0.00014158      0.16459      0.50988 GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_DN
GARGALOVIC_RESPONSE_TO_OXIDI...4        SET     130    0.0028496   0.00023989     0.068054       0.4833 GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_UP
GARGALOVIC_RESPONSE_TO_OXIDI...3        SET      59      0.16043    0.0091163      0.10138     0.056778 GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_DN
GARGALOVIC_RESPONSE_TO_OXIDI...2        SET      32     -0.15971   -0.0066887      0.14909      0.85796 GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_UP
GARGALOVIC_RESPONSE_TO_OXIDI...1        SET      11    -0.026127  -0.00064191      0.24052      0.54325 GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_DN
GARGALOVIC_RESPONSE_TO_OXIDI...10       SET      17      0.22426    0.0068482      0.21475      0.14819 GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREY_UP
GARGALOVIC_RESPONSE_TO_OXIDI...9        SET      75     0.058478    0.0037448      0.09345      0.26574 GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREY_DN
TAKEDA_TARGETS_OF_NUP98_HOXA...8        SET      82      0.22117     0.014807     0.097779     0.011857 TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_UP
TAKEDA_TARGETS_OF_NUP98_HOXA...7        SET      41   -0.0006951  -3.2943e-05      0.12528      0.50221 TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_DN
TAKEDA_TARGETS_OF_NUP98_HOXA...6        SET     173      0.10163    0.0098574     0.063933     0.055976 TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_UP
TAKEDA_TARGETS_OF_NUP98_HOXA...5        SET      29      -0.1312    -0.005231      0.16091      0.79255 TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_DN
TAKEDA_TARGETS_OF_NUP98_HOXA...10       SET     149     0.083898    0.0075574     0.068163       0.1092 TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_UP
TAKEDA_TARGETS_OF_NUP98_HOXA...9        SET     185    -0.026153   -0.0026224     0.061248      0.66531 TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN
TAKEDA_TARGETS_OF_NUP98_HOXA...2        SET     177     0.099272    0.0097387     0.059989      0.04899 TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP
TAKEDA_TARGETS_OF_NUP98_HOXA...1        SET     136     0.030934    0.0026631     0.072256      0.33429 TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN
TAKEDA_TARGETS_OF_NUP98_HOXA...4        SET     162      0.11331     0.010639     0.064909     0.040446 TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_UP
TAKEDA_TARGETS_OF_NUP98_HOXA...3        SET     112    -0.019166   -0.0014983     0.075349      0.60039 TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_DN
LOPEZ_MESOTELIOMA_SURVIVAL_T...2        SET      12      0.17218    0.0044181      0.21283      0.20927 LOPEZ_MESOTELIOMA_SURVIVAL_TIME_UP
LOPEZ_MESOTELIOMA_SURVIVAL_T...1        SET       7      -0.2962   -0.0058057      0.25083      0.88116 LOPEZ_MESOTELIOMA_SURVIVAL_TIME_DN
BOGNI_TREATMENT_RELATED_MYEL...2        SET      26     -0.13584   -0.0051288      0.13916       0.8355 BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_UP
BOGNI_TREATMENT_RELATED_MYEL...1        SET      31    -0.048433   -0.0019965      0.13307      0.64206 BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_DN
BILBAN_B_CLL_LPL_UP                     SET      58     -0.11742   -0.0066157      0.10832      0.86081 BILBAN_B_CLL_LPL_UP
BILBAN_B_CLL_LPL_DN                     SET      40      0.15426    0.0072214      0.12319      0.10525 BILBAN_B_CLL_LPL_DN
HOEBEKE_LYMPHOID_STEM_CELL_UP           SET      90     0.036953    0.0025912      0.08923      0.33939 HOEBEKE_LYMPHOID_STEM_CELL_UP
HOEBEKE_LYMPHOID_STEM_CELL_DN           SET      82    -0.067683   -0.0045312     0.087701      0.77986 HOEBEKE_LYMPHOID_STEM_CELL_DN
PEPPER_CHRONIC_LYMPHOCYTIC_L...2        SET      29      0.21668    0.0086393      0.14924     0.073276 PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP
PEPPER_CHRONIC_LYMPHOCYTIC_L...1        SET      21    -0.066532   -0.0022579      0.17606      0.64725 PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN
AKL_HTLV1_INFECTION_UP                  SET      25    0.0078688   0.00029133      0.16388      0.48085 AKL_HTLV1_INFECTION_UP
AKL_HTLV1_INFECTION_DN                  SET      64      0.16512    0.0097708     0.098695     0.047172 AKL_HTLV1_INFECTION_DN
RHEIN_ALL_GLUCOCORTICOID_THE...2        SET      70     -0.01725   -0.0010674        0.101      0.56781 RHEIN_ALL_GLUCOCORTICOID_THERAPY_UP
RHEIN_ALL_GLUCOCORTICOID_THE...1        SET     341     0.050155    0.0067983     0.043031       0.1219 RHEIN_ALL_GLUCOCORTICOID_THERAPY_DN
MULLIGHAN_NPM1_MUTATED_SIGNA...2        SET     245    -0.032431    -0.003736     0.048509       0.7481 MULLIGHAN_NPM1_MUTATED_SIGNATURE_1_UP
MULLIGHAN_NPM1_MUTATED_SIGNA...1        SET     118    0.0044269   0.00035517     0.074952      0.47645 MULLIGHAN_NPM1_MUTATED_SIGNATURE_1_DN
MULLIGHAN_NPM1_MUTATED_SIGNA...4        SET     120   -0.0017104  -0.00013837      0.07264      0.50939 MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_UP
MULLIGHAN_NPM1_MUTATED_SIGNA...3        SET      73     0.018693     0.001181     0.089984      0.41772 MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_DN
MULLIGHAN_MLL_SIGNATURE_1_UP            SET     366    -0.039389   -0.0055274     0.040288      0.83588 MULLIGHAN_MLL_SIGNATURE_1_UP
MULLIGHAN_MLL_SIGNATURE_1_DN            SET     225    -0.029495    -0.003258     0.053285      0.71005 MULLIGHAN_MLL_SIGNATURE_1_DN
MULLIGHAN_MLL_SIGNATURE_2_UP            SET     402    -0.010551   -0.0015501     0.038197      0.60881 MULLIGHAN_MLL_SIGNATURE_2_UP
MULLIGHAN_MLL_SIGNATURE_2_DN            SET     264    -0.017191   -0.0020546      0.04958       0.6356 MULLIGHAN_MLL_SIGNATURE_2_DN
MULLIGHAN_NPM1_SIGNATURE_3_UP           SET     307    -0.035064   -0.0045139     0.044113      0.78665 MULLIGHAN_NPM1_SIGNATURE_3_UP
MULLIGHAN_NPM1_SIGNATURE_3_DN           SET     152   -0.0015407  -0.00014016     0.065153      0.50943 MULLIGHAN_NPM1_SIGNATURE_3_DN
TONKS_TARGETS_OF_RUNX1_RUNX1...11       SET      15     -0.11853   -0.0034002      0.22006      0.70492 TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_GRANULOCYTE_UP
TONKS_TARGETS_OF_RUNX1_RUNX1...10       SET       7      0.51821     0.010157      0.34421     0.066106 TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_GRANULOCYTE_DN
TONKS_TARGETS_OF_RUNX1_RUNX1...6        SET     175     0.078381    0.0076461      0.06028     0.096762 TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP
TONKS_TARGETS_OF_RUNX1_RUNX1...5        SET     178     0.074738    0.0073524     0.060307      0.10763 TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_DN
TONKS_TARGETS_OF_RUNX1_RUNX1...4        SET      50    -0.019046  -0.00099656      0.11895      0.56361 TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_GRANULOCYTE_UP
TONKS_TARGETS_OF_RUNX1_RUNX1...3        SET      17      0.15073    0.0046028      0.18536      0.20807 TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_GRANULOCYTE_DN
TONKS_TARGETS_OF_RUNX1_RUNX1...8        SET     200    0.0090057   0.00093852     0.054688       0.4346 TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_UP
TONKS_TARGETS_OF_RUNX1_RUNX1...7        SET      55     0.074804    0.0041045      0.11033      0.24888 TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_DN
TONKS_TARGETS_OF_RUNX1_RUNX1...2        SET     150     0.018961    0.0017136     0.067683      0.38969 TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP
TONKS_TARGETS_OF_RUNX1_RUNX1...1        SET      16     0.084729    0.0025102        0.194      0.33115 TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_DN
TONKS_TARGETS_OF_RUNX1_RUNX1...13       SET      21    -0.039805   -0.0013508      0.17714       0.5889 TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_MONOCYTE_UP
TONKS_TARGETS_OF_RUNX1_RUNX1...12       SET       9      0.29855    0.0066351      0.25359      0.11954 TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_MONOCYTE_DN
TONKS_TARGETS_OF_RUNX1_RUNX1...9        SET      42     0.018111   0.00086873      0.12022      0.44012 TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINDED_IN_ERYTHROCYTE_UP
LOPEZ_MESOTHELIOMA_SURVIVAL_...6        SET      13        0.287    0.0076649      0.18578     0.061202 LOPEZ_MESOTHELIOMA_SURVIVAL_WORST_VS_BEST_UP
LOPEZ_MESOTHELIOMA_SURVIVAL_...5        SET       7     -0.46808   -0.0091747      0.24224      0.97333 LOPEZ_MESOTHELIOMA_SURVIVAL_WORST_VS_BEST_DN
PAPASPYRIDONOS_UNSTABLE_ATER...2        SET      51     0.054482     0.002879      0.11117      0.31205 PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP
PAPASPYRIDONOS_UNSTABLE_ATER...1        SET      41     -0.12179   -0.0057721      0.13007      0.82544 PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_DN
DITTMER_PTHLH_TARGETS_UP                SET     112     0.099735     0.007797     0.074549     0.090484 DITTMER_PTHLH_TARGETS_UP
DITTMER_PTHLH_TARGETS_DN                SET      70     0.074349    0.0046004     0.094718      0.21625 DITTMER_PTHLH_TARGETS_DN
UDAYAKUMAR_MED1_TARGETS_UP              SET     131    -0.048615   -0.0041082     0.065407      0.77134 UDAYAKUMAR_MED1_TARGETS_UP
UDAYAKUMAR_MED1_TARGETS_DN              SET     223     0.044636    0.0049088     0.053949      0.20402 UDAYAKUMAR_MED1_TARGETS_DN
ODONNELL_TFRC_TARGETS_UP                SET     338    -0.031658   -0.0042725     0.043577      0.76622 ODONNELL_TFRC_TARGETS_UP
ODONNELL_TFRC_TARGETS_DN                SET     121    0.0013402   0.00010887     0.070631      0.49243 ODONNELL_TFRC_TARGETS_DN
ODONNELL_TARGETS_OF_MYC_AND_...2        SET      74       0.1312    0.0083461     0.095184     0.084047 ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP
ODONNELL_TARGETS_OF_MYC_AND_...1        SET      44     0.048622     0.002387      0.11724      0.33918 ODONNELL_TARGETS_OF_MYC_AND_TFRC_DN
SENESE_HDAC1_TARGETS_UP                 SET     421    -0.081346    -0.012224     0.038592      0.98247 SENESE_HDAC1_TARGETS_UP
SENESE_HDAC1_TARGETS_DN                 SET     237      0.07623     0.008639     0.050825     0.066837 SENESE_HDAC1_TARGETS_DN
SENESE_HDAC1_AND_HDAC2_TARGE...2        SET     222    -0.069096   -0.0075819     0.053603       0.9013 SENESE_HDAC1_AND_HDAC2_TARGETS_UP
SENESE_HDAC1_AND_HDAC2_TARGE...1        SET     215      0.12727     0.013746     0.055814     0.011301 SENESE_HDAC1_AND_HDAC2_TARGETS_DN
SENESE_HDAC2_TARGETS_UP                 SET     109     -0.14071    -0.010853       0.0767      0.96671 SENESE_HDAC2_TARGETS_UP
SENESE_HDAC2_TARGETS_DN                 SET     114     0.099731    0.0078656     0.075459     0.093151 SENESE_HDAC2_TARGETS_DN
SENESE_HDAC3_TARGETS_UP                 SET     455    -0.022206   -0.0034658      0.03839      0.71851 SENESE_HDAC3_TARGETS_UP
SENESE_HDAC3_TARGETS_DN                 SET     504     0.013118    0.0021517     0.036389      0.35925 SENESE_HDAC3_TARGETS_DN
LEE_NEURAL_CREST_STEM_CELL_UP           SET     138     0.074101    0.0064257     0.070864      0.14786 LEE_NEURAL_CREST_STEM_CELL_UP
LEE_NEURAL_CREST_STEM_CELL_DN           SET     106    -0.034222   -0.0026031     0.082303      0.66122 LEE_NEURAL_CREST_STEM_CELL_DN
HUMMEL_BURKITTS_LYMPHOMA_UP             SET      40    0.0061762   0.00028912      0.12924      0.48094 HUMMEL_BURKITTS_LYMPHOMA_UP
HUMMEL_BURKITTS_LYMPHOMA_DN             SET      15     0.063163    0.0018119      0.22254      0.38827 HUMMEL_BURKITTS_LYMPHOMA_DN
TIEN_INTESTINE_PROBIOTICS_2H...2        SET      28     0.015517   0.00060793      0.14164      0.45638 TIEN_INTESTINE_PROBIOTICS_2HR_UP
TIEN_INTESTINE_PROBIOTICS_2H...1        SET      83     0.079756    0.0053718      0.08878       0.1845 TIEN_INTESTINE_PROBIOTICS_2HR_DN
TIEN_INTESTINE_PROBIOTICS_6H...2        SET      46       -0.158   -0.0079306      0.11256      0.91979 TIEN_INTESTINE_PROBIOTICS_6HR_UP
TIEN_INTESTINE_PROBIOTICS_6H...1        SET     163     0.095783    0.0090207     0.059588     0.053992 TIEN_INTESTINE_PROBIOTICS_6HR_DN
TIEN_INTESTINE_PROBIOTICS_24...2        SET     539   -0.0029399  -0.00049821     0.032776      0.53573 TIEN_INTESTINE_PROBIOTICS_24HR_UP
