# MEAN_SAMPLE_SIZE = 1000
# TOTAL_GENES = 18214
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
REACTOME_REGULATED_PROTEOLYS...         SET      11       0.2019    0.0049604      0.21894      0.17822 REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR
REACTOME_TRANSMISSION_ACROSS...         SET     253    -0.070712   -0.0082761     0.051225      0.91626 REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES
REACTOME_CASPASE_MEDIATED_CL...         SET      12     -0.35034   -0.0089898      0.21173      0.95099 REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS
REACTOME_XENOBIOTICS                    SET      24    0.0022994   8.3415e-05      0.18806      0.49512 REACTOME_XENOBIOTICS
REACTOME_INTEGRIN_CELL_SURFA...         SET      82      0.18765     0.012563     0.093387     0.022257 REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS
REACTOME_CYTOCHROME_P450_ARR...         SET      65    -0.013812  -0.00082365      0.10926       0.5503 REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE
REACTOME_APOPTOTIC_CLEAVAGE_...2        SET      11     -0.11936   -0.0029325      0.24921      0.68402 REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS
REACTOME_NRAGE_SIGNALS_DEATH...         SET      54       0.2299       0.0125      0.11862     0.026311 REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK
REACTOME_SLBP_DEPENDENT_PROC...         SET      11     -0.10406   -0.0025566      0.22091       0.6812 REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS
REACTOME_NRIF_SIGNALS_CELL_D...         SET      16      0.10657    0.0031573      0.19159      0.28903 REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS
REACTOME_RNA_POLYMERASE_II_T...2        SET    1286    -0.022455   -0.0057524     0.022516      0.84068 REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION
REACTOME_NEURONAL_SYSTEM                SET     385    -0.053168    -0.007648     0.042594      0.89402 REACTOME_NEURONAL_SYSTEM
REACTOME_REGULATION_OF_BETA_...         SET      41    -0.065361   -0.0030976      0.13398      0.68717 REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT
REACTOME_CELL_DEATH_SIGNALLI...         SET      70      0.20087     0.012429      0.10072     0.023062 REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE
REACTOME_NEUROTRANSMITTER_RE...2        SET      48    -0.045781   -0.0023472      0.11899      0.64979 REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE
REACTOME_P75_NTR_RECEPTOR_ME...         SET      89      0.16677      0.01163     0.086245     0.026583 REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING
REACTOME_AMINO_ACID_TRANSPOR...         SET      30      0.11844     0.004803      0.14289      0.20359 REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE
REACTOME_ENDOGENOUS_STEROLS             SET      27    -0.050923   -0.0019592      0.16212      0.62328 REACTOME_ENDOGENOUS_STEROLS
REACTOME_REGULATION_OF_GENE_...2        SET      21     0.017174   0.00058283      0.17928      0.46184 REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS
REACTOME_GLYCOLYSIS                     SET      69    -0.035258    -0.002166     0.095267      0.64434 REACTOME_GLYCOLYSIS
REACTOME_PROCESSIVE_SYNTHESI...2        SET      13     -0.11651   -0.0031117      0.19529      0.72461 REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND
REACTOME_MRNA_CAPPING                   SET      29     -0.29224    -0.011652       0.1337      0.98558 REACTOME_MRNA_CAPPING
REACTOME_MITOCHONDRIAL_FATTY...1        SET      36     0.031833    0.0014138      0.12404      0.39873 REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION
REACTOME_SIGNALING_BY_GPCR              SET    1078     0.034908    0.0082375     0.027366      0.10106 REACTOME_SIGNALING_BY_GPCR
REACTOME_PEPTIDE_LIGAND_BIND...         SET     181     0.079176    0.0078537     0.062749      0.10352 REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS
REACTOME_METABOLISM_OF_POLYA...         SET      56      0.19636     0.010871      0.10568     0.031598 REACTOME_METABOLISM_OF_POLYAMINES
REACTOME_NOTCH_HLH_TRANSCRIP...         SET      24      0.10698     0.003881      0.16342      0.25634 REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY
REACTOME_INTEGRATION_OF_ENER...         SET     105      0.16114       0.0122     0.078688     0.020295 REACTOME_INTEGRATION_OF_ENERGY_METABOLISM
REACTOME_CELL_CYCLE_MITOTIC             SET     517   -0.0039806  -0.00066107     0.033546      0.54723 REACTOME_CELL_CYCLE_MITOTIC
REACTOME_GLUCONEOGENESIS                SET      32     0.057835    0.0024221      0.12426      0.32081 REACTOME_GLUCONEOGENESIS
REACTOME_DOPAMINE_NEUROTRANS...         SET      21     -0.12906   -0.0043799      0.16828      0.77843 REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE
REACTOME_OPIOID_SIGNALLING              SET      88      0.12244    0.0084906     0.085207     0.075365 REACTOME_OPIOID_SIGNALLING
REACTOME_RECRUITMENT_OF_MITO...         SET      78      0.23958     0.015645     0.089996    0.0038864 REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES
REACTOME_MITOCHONDRIAL_TRNA_...         SET      21     -0.22361   -0.0075884      0.16665      0.91016 REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION
REACTOME_CYTOSOLIC_TRNA_AMIN...         SET      24     -0.21305   -0.0077287      0.15058      0.92144 REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION
REACTOME_CA_DEPENDENT_EVENTS            SET      36     0.025464     0.001131      0.14488      0.43024 REACTOME_CA_DEPENDENT_EVENTS
REACTOME_ACETYLCHOLINE_NEURO...         SET      17     -0.24696   -0.0075415       0.1865      0.90727 REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE
REACTOME_ADENYLATE_CYCLASE_A...         SET      10      0.23621    0.0055333      0.26997      0.19081 REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY
REACTOME_ADENYLATE_CYCLASE_I...         SET      14     0.082552    0.0022879      0.21845      0.35275 REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY
REACTOME_DARPP_32_EVENTS                SET      24      0.32717     0.011869      0.16283     0.022261 REACTOME_DARPP_32_EVENTS
REACTOME_CHEMOKINE_RECEPTORS...         SET      53     0.077291    0.0041634      0.12416      0.26681 REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
REACTOME_CELL_CYCLE_CHECKPOI...         SET     273    -0.028224   -0.0034295     0.046435      0.72834 REACTOME_CELL_CYCLE_CHECKPOINTS
REACTOME_P130CAS_LINKAGE_TO_...         SET      15      0.18256    0.0052368      0.20143       0.1824 REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS
REACTOME_NOREPINEPHRINE_NEUR...         SET      17     -0.18814   -0.0057454      0.18238      0.84886 REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE
REACTOME_PEPTIDE_HORMONE_BIO...         SET      14      0.18668    0.0051737      0.19758      0.17238 REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS
REACTOME_G_PROTEIN_ACTIVATION           SET      27      0.12248    0.0047123      0.14666      0.20183 REACTOME_G_PROTEIN_ACTIVATION
REACTOME_ACETYLCHOLINE_BINDI...         SET      14     -0.38496    -0.010669      0.20746      0.96824 REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS
REACTOME_ABC_FAMILY_PROTEINS...         SET      99     0.052401    0.0038529     0.078794      0.25302 REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT
REACTOME_TRNA_AMINOACYLATION            SET      42     -0.18104   -0.0086837      0.11492       0.9424 REACTOME_TRNA_AMINOACYLATION
REACTOME_OLFACTORY_SIGNALING...         SET     347     0.053219    0.0072756     0.058579      0.18181 REACTOME_OLFACTORY_SIGNALING_PATHWAY
REACTOME_PKA_MEDIATED_PHOSPH...1        SET      19      0.20222    0.0065281      0.21111      0.16907 REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB
REACTOME_RECRUITMENT_OF_NUMA...         SET      90      0.22736     0.015943     0.083082    0.0031072 REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES
REACTOME_NUCLEAR_RECEPTOR_TR...         SET      51    -0.084304   -0.0044548      0.10952      0.77928 REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY
REACTOME_GLUCAGON_SIGNALING_...         SET      32      0.39829      0.01668      0.14525    0.0030565 REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION
REACTOME_SIGNALING_BY_PDGF              SET      57     0.034836    0.0019458      0.10805      0.37357 REACTOME_SIGNALING_BY_PDGF
REACTOME_ASSOCIATION_OF_TRIC...         SET      38    0.0027665   0.00012623      0.11415      0.49033 REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS
REACTOME_HORMONE_LIGAND_BIND...         SET      12      0.12786    0.0032809      0.21562       0.2766 REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS
REACTOME_GPVI_MEDIATED_ACTIV...         SET      35      0.04839    0.0021192      0.13812      0.36304 REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE
REACTOME_PROTEIN_FOLDING                SET      98     0.032602    0.0023851     0.075021      0.33194 REACTOME_PROTEIN_FOLDING
REACTOME_FORMATION_OF_TUBULI...         SET      25      0.12761    0.0047247       0.1544      0.20427 REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC
REACTOME_PEROXISOMAL_LIPID_M...         SET      28     0.043583    0.0017075      0.13947      0.37734 REACTOME_PEROXISOMAL_LIPID_METABOLISM
REACTOME_POST_CHAPERONIN_TUB...         SET      22    -0.017871  -0.00062072       0.1669      0.54264 REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY
REACTOME_STRIATED_MUSCLE_CON...         SET      34    -0.023996   -0.0010358      0.12797      0.57437 REACTOME_STRIATED_MUSCLE_CONTRACTION
REACTOME_METABOLISM_OF_NUCLE...         SET      95     0.057511    0.0041427     0.075234      0.22231 REACTOME_METABOLISM_OF_NUCLEOTIDES
REACTOME_AMINE_LIGAND_BINDIN...         SET      39    -0.093852   -0.0043383      0.13623      0.75456 REACTOME_AMINE_LIGAND_BINDING_RECEPTORS
REACTOME_DOWNSTREAM_SIGNAL_T...         SET      29     -0.11321   -0.0045137       0.1458      0.78125 REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION
REACTOME_MUSCLE_CONTRACTION             SET     196     0.022336    0.0023046     0.059819      0.35443 REACTOME_MUSCLE_CONTRACTION
REACTOME_SEROTONIN_RECEPTORS            SET      11     0.090273    0.0022179      0.26365      0.36603 REACTOME_SEROTONIN_RECEPTORS
REACTOME_CDC6_ASSOCIATION_WI...         SET      11     -0.21743   -0.0053419      0.24319      0.81435 REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX
REACTOME_MRNA_SPLICING                  SET     179      0.05415    0.0053418     0.052487      0.15112 REACTOME_MRNA_SPLICING
REACTOME_MRNA_SPLICING_MINOR...         SET      50     0.062147    0.0032518     0.097558      0.26206 REACTOME_MRNA_SPLICING_MINOR_PATHWAY
REACTOME_PROCESSING_OF_CAPPE...1        SET      27     -0.14886   -0.0057271      0.13631      0.86257 REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA
REACTOME_PURINE_RIBONUCLEOSI...         SET      12     -0.23059    -0.005917      0.18355      0.89548 REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS
REACTOME_CITRIC_ACID_CYCLE_T...         SET      21     -0.12053   -0.0040904      0.16345      0.76955 REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE
REACTOME_POLYMERASE_SWITCHING           SET      12     -0.14571   -0.0037389      0.21822      0.74784 REACTOME_POLYMERASE_SWITCHING
REACTOME_NUCLEOTIDE_EXCISION...         SET     108     -0.15709    -0.012061     0.070255      0.98732 REACTOME_NUCLEOTIDE_EXCISION_REPAIR
REACTOME_G_ALPHA_Q_SIGNALLIN...         SET     203     0.072693    0.0076316     0.055808      0.09637 REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS
REACTOME_P2Y_RECEPTORS                  SET       9      0.31306    0.0069575       0.2476      0.10305 REACTOME_P2Y_RECEPTORS
REACTOME_TRAFFICKING_OF_AMPA...         SET      29     -0.28261    -0.011268      0.14825      0.97168 REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS
REACTOME_NCAM1_INTERACTIONS             SET      41      0.14406    0.0068276      0.13321      0.13974 REACTOME_NCAM1_INTERACTIONS
REACTOME_CLASS_C_3_METABOTRO...         SET      37     -0.30085    -0.013546      0.16087      0.96926 REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS
REACTOME_REGULATION_OF_INSUL...2        SET      76      0.12167    0.0078434      0.09343     0.096416 REACTOME_REGULATION_OF_INSULIN_SECRETION
REACTOME_NCAM_SIGNALING_FOR_...         SET      62     0.030525     0.001778      0.10098      0.38121 REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH
REACTOME_NUCLEOTIDE_LIKE_PUR...         SET      13      0.10773    0.0028771      0.20081      0.29583 REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS
REACTOME_EICOSANOID_LIGAND_B...         SET      14      -0.6094    -0.016889      0.23675      0.99497 REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS
REACTOME_CLASS_B_2_SECRETIN_...         SET      87      0.11221     0.007737     0.083679     0.089971 REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS
REACTOME_GLUCAGON_TYPE_LIGAN...         SET      31      0.30503     0.012574      0.13771     0.013386 REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS
REACTOME_FANCONI_ANEMIA_PATH...         SET      36     -0.15411   -0.0068446      0.12181      0.89708 REACTOME_FANCONI_ANEMIA_PATHWAY
REACTOME_TRAFFICKING_OF_GLUR...         SET      15     -0.31729    -0.009102       0.2155      0.92952 REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS
REACTOME_PROSTANOID_LIGAND_R...         SET       9     -0.76692    -0.017044      0.27531      0.99733 REACTOME_PROSTANOID_LIGAND_RECEPTORS
REACTOME_OPSINS                         SET       7   -0.0019618  -3.8452e-05      0.25401      0.50308 REACTOME_OPSINS
REACTOME_FORMATION_OF_RNA_PO...         SET      58     -0.17583   -0.0099066     0.096336        0.966 REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX
REACTOME_SLC_MEDIATED_TRANSM...         SET     238     0.095664     0.010864     0.050335      0.02869 REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT
REACTOME_CD28_CO_STIMULATION            SET      32    -0.092777   -0.0038855      0.13429      0.75517 REACTOME_CD28_CO_STIMULATION
REACTOME_SYNTHESIS_SECRETION...1        SET      18     -0.10052   -0.0031585       0.1564      0.73978 REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN
REACTOME_ADHERENS_JUNCTIONS_...         SET      33    -0.025892   -0.0011011      0.15801      0.56508 REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS
REACTOME_CRMPS_IN_SEMA3A_SIG...         SET      15       0.2817     0.008081      0.20049     0.080013 REACTOME_CRMPS_IN_SEMA3A_SIGNALING
REACTOME_OTHER_SEMAPHORIN_IN...         SET      18     0.066515      0.00209      0.19515      0.36661 REACTOME_OTHER_SEMAPHORIN_INTERACTIONS
REACTOME_PURINE_SALVAGE                 SET      12      0.47038      0.01207       0.2565     0.033348 REACTOME_PURINE_SALVAGE
REACTOME_G_ALPHA_I_SIGNALLIN...         SET     380   -0.0024372  -0.00034835     0.042033      0.52312 REACTOME_G_ALPHA_I_SIGNALLING_EVENTS
REACTOME_SEMA3A_PAK_DEPENDEN...         SET      14     -0.20196   -0.0055973      0.21584      0.82528 REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION
REACTOME_CD28_DEPENDENT_VAV1...         SET      11     -0.24372   -0.0059877      0.22454      0.86112 REACTOME_CD28_DEPENDENT_VAV1_PATHWAY
REACTOME_SEMA4D_IN_SEMAPHORI...         SET      24      0.25099     0.009105      0.16157     0.060175 REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING
REACTOME_SEMAPHORIN_INTERACT...         SET      61       0.1671    0.0096544      0.10062     0.048395 REACTOME_SEMAPHORIN_INTERACTIONS
REACTOME_SEMA4D_INDUCED_CELL...         SET      20      0.31021     0.010274      0.17666     0.039556 REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE
REACTOME_SEMA3A_PLEXIN_REPUL...         SET      13      0.30454    0.0081335       0.2266     0.089487 REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION
REACTOME_LYSOSOME_VESICLE_BI...         SET      33     0.032276    0.0013726      0.12334      0.39678 REACTOME_LYSOSOME_VESICLE_BIOGENESIS
REACTOME_G_BETA_GAMMA_SIGNAL...2        SET      24      0.42904     0.015564      0.15892    0.0034735 REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA
REACTOME_SPHINGOLIPID_METABO...         SET      82    -0.021199   -0.0014193     0.083065      0.60072 REACTOME_SPHINGOLIPID_METABOLISM
REACTOME_G_ALPHA_S_SIGNALLIN...         SET     480     0.076419     0.012241     0.044927     0.044487 REACTOME_G_ALPHA_S_SIGNALLING_EVENTS
REACTOME_CELL_CELL_JUNCTION_...         SET      62     0.014906    0.0008682      0.10637      0.44428 REACTOME_CELL_CELL_JUNCTION_ORGANIZATION
REACTOME_G_ALPHA_Z_SIGNALLIN...         SET      47      0.21709     0.011014      0.11237     0.026689 REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS
REACTOME_COSTIMULATION_BY_TH...         SET      66    -0.003987  -0.00023957     0.097524       0.5163 REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY
REACTOME_CD28_DEPENDENT_PI3K...         SET      22     0.079852    0.0027736      0.16094      0.30989 REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING
REACTOME_TIGHT_JUNCTION_INTE...         SET      27      0.05138    0.0019768      0.14725      0.36358 REACTOME_TIGHT_JUNCTION_INTERACTIONS
REACTOME_G_PROTEIN_BETA_GAMM...         SET      29      0.35227     0.014045      0.13931    0.0057298 REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING
REACTOME_TRANSPORT_OF_INORGA...         SET     100     0.057186    0.0042258     0.078814      0.23405 REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES
REACTOME_GOLGI_ASSOCIATED_VE...         SET      51     0.061142    0.0032309      0.10014      0.27075 REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS
REACTOME_CTLA4_INHIBITORY_SI...         SET      21     -0.16941   -0.0057494      0.15877      0.85701 REACTOME_CTLA4_INHIBITORY_SIGNALING
REACTOME_BRANCHED_CHAIN_AMIN...         SET      20     -0.05726   -0.0018964      0.17161      0.63068 REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM
REACTOME_FORMATION_OF_FIBRIN...         SET      37      -0.2006   -0.0090323      0.12685       0.9431 REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE
REACTOME_DEADENYLATION_OF_MR...         SET      25    0.0094787   0.00035094      0.15025      0.47485 REACTOME_DEADENYLATION_OF_MRNA
REACTOME_MRNA_DECAY_BY_5_TO_...         SET      15     -0.11944   -0.0034263      0.18556       0.7401 REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE
REACTOME_SIGNAL_AMPLIFICATION           SET      32      0.20761    0.0086946      0.13881     0.067384 REACTOME_SIGNAL_AMPLIFICATION
REACTOME_ZINC_TRANSPORTERS              SET      17     -0.14737   -0.0045002      0.18997      0.78104 REACTOME_ZINC_TRANSPORTERS
REACTOME_METAL_ION_SLC_TRANS...         SET      25     0.077567    0.0028718      0.15489      0.30826 REACTOME_METAL_ION_SLC_TRANSPORTERS
REACTOME_SMOOTH_MUSCLE_CONTR...         SET      38     -0.12724   -0.0058059      0.13044      0.83533 REACTOME_SMOOTH_MUSCLE_CONTRACTION
REACTOME_MRNA_DECAY_BY_3_TO_...         SET      16      0.28859      0.00855      0.17804     0.052523 REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE
REACTOME_DEADENYLATION_DEPEN...         SET      56     0.057599    0.0031889     0.097537      0.27742 REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY
REACTOME_THROMBOXANE_SIGNALL...         SET      23      0.25042    0.0088935      0.16386      0.06323 REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR
REACTOME_CELL_EXTRACELLULAR_...         SET      16      -0.0711   -0.0021064      0.18988      0.64596 REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS
REACTOME_CELL_JUNCTION_ORGAN...         SET      87   -0.0030199  -0.00020822     0.087581      0.51375 REACTOME_CELL_JUNCTION_ORGANIZATION
REACTOME_PYRUVATE_METABOLISM            SET      29     0.019482   0.00077678       0.1457      0.44681 REACTOME_PYRUVATE_METABOLISM
REACTOME_PURINE_CATABOLISM              SET      18      0.17082    0.0053674      0.16085      0.14413 REACTOME_PURINE_CATABOLISM
REACTOME_METABOLISM_OF_RNA              SET     633     0.044479    0.0081467     0.029493     0.065773 REACTOME_METABOLISM_OF_RNA
REACTOME_MITOTIC_G1_PHASE_AN...         SET     144     0.016887    0.0014956     0.064063      0.39604 REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION
REACTOME_TAK1_ACTIVATES_NFKB...         SET      29    -0.034586    -0.001379      0.13614      0.60027 REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX
REACTOME_MYOGENESIS                     SET      28      0.18096      0.00709      0.16208      0.13211 REACTOME_MYOGENESIS
REACTOME_ACTIVATION_OF_KAINA...         SET      28      0.22991    0.0090077      0.14132     0.051887 REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING
REACTOME_IONOTROPIC_ACTIVITY...         SET       9     -0.25365   -0.0056372      0.26343      0.83219 REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS
REACTOME_MAPK_TARGETS_NUCLEA...         SET      29     0.070552     0.002813      0.14811      0.31692 REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES
REACTOME_GPCR_LIGAND_BINDING            SET     427     0.031284    0.0047336     0.040351      0.21909 REACTOME_GPCR_LIGAND_BINDING
REACTOME_JNK_C_JUN_KINASES_P...         SET      19      0.20518    0.0066237      0.17813      0.12469 REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1
REACTOME_THROMBIN_SIGNALLING...         SET      31      0.24094    0.0099319      0.13582     0.038041 REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS
REACTOME_ENERGY_DEPENDENT_RE...         SET      28      0.17083    0.0066929      0.14039      0.11185 REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK
REACTOME_MITOTIC_G2_G2_M_PHA...         SET     193     0.054047     0.005534     0.057067      0.17181 REACTOME_MITOTIC_G2_G2_M_PHASES
REACTOME_ACTIVATED_TAK1_MEDI...         SET      20      0.13002    0.0043063      0.17237      0.22533 REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION
REACTOME_DNA_REPAIR                     SET     307    -0.082025    -0.010559     0.043353      0.97075 REACTOME_DNA_REPAIR
REACTOME_EFFECTS_OF_PIP2_HYD...         SET      26     0.019824   0.00074849      0.14754      0.44656 REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS
REACTOME_POST_TRANSLATIONAL_...2        SET    1319     -0.02042   -0.0052926     0.022046      0.82283 REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION
REACTOME_CHROMOSOME_MAINTENA...         SET      94     0.078427    0.0056197     0.078606      0.15921 REACTOME_CHROMOSOME_MAINTENANCE
REACTOME_L1CAM_INTERACTIONS             SET     111     0.098476    0.0076643     0.076978      0.10041 REACTOME_L1CAM_INTERACTIONS
REACTOME_INTERACTION_BETWEEN...         SET      30    -0.050364   -0.0020424      0.14901      0.63231 REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS
REACTOME_SIGNAL_TRANSDUCTION...         SET      20      0.22961    0.0076048      0.17253     0.091622 REACTOME_SIGNAL_TRANSDUCTION_BY_L1
REACTOME_TRANSPORT_OF_VITAMI...         SET      39      0.20559    0.0095034      0.11555     0.037608 REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES
REACTOME_HIGHLY_CALCIUM_PERM...2        SET      11     -0.40416   -0.0099296      0.28254       0.9237 REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS
REACTOME_ORGANIC_CATION_ANIO...         SET      15      0.10756    0.0030854      0.21162      0.30564 REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT
REACTOME_DCC_MEDIATED_ATTRAC...         SET      14    -0.044386   -0.0012301      0.22709      0.57748 REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING
REACTOME_RECYCLING_PATHWAY_O...         SET      42     0.020809   0.00099813      0.12838      0.43562 REACTOME_RECYCLING_PATHWAY_OF_L1
REACTOME_SYNTHESIS_OF_SUBSTR...         SET      58    -0.018989   -0.0010698     0.097209      0.57743 REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS
REACTOME_RESPIRATORY_ELECTRO...1        SET      85      0.18197     0.012402      0.07364    0.0067405 REACTOME_RESPIRATORY_ELECTRON_TRANSPORT
REACTOME_ASPARAGINE_N_LINKED...         SET     292     0.040531    0.0050907      0.04337      0.17502 REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION
REACTOME_ASSEMBLY_OF_THE_PRE...         SET      67     0.088078    0.0053323     0.095105       0.1772 REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX
REACTOME_BIOSYNTHESIS_OF_THE...         SET      72   -0.0091846  -0.00057634     0.086836      0.54212 REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN
REACTOME_CGMP_EFFECTS                   SET      16     -0.14102    -0.004178      0.22473      0.73484 REACTOME_CGMP_EFFECTS
