# MEAN_SAMPLE_SIZE = 1000
# TOTAL_GENES = 18214
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
REACTOME_CTLA4_INHIBITORY_SI...         SET      21     -0.21377   -0.0072545      0.15714      0.91313 REACTOME_CTLA4_INHIBITORY_SIGNALING
REACTOME_BRANCHED_CHAIN_AMIN...         SET      20     0.033261    0.0011016      0.16985      0.42238 REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM
REACTOME_FORMATION_OF_FIBRIN...         SET      37    -0.096615   -0.0043503      0.12555       0.7792 REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE
REACTOME_DEADENYLATION_OF_MR...         SET      25     0.045531    0.0016857      0.14871      0.37974 REACTOME_DEADENYLATION_OF_MRNA
REACTOME_MRNA_DECAY_BY_5_TO_...         SET      15    -0.044203    -0.001268      0.18366       0.5951 REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE
REACTOME_SIGNAL_AMPLIFICATION           SET      32    -0.016668  -0.00069805       0.1374      0.54828 REACTOME_SIGNAL_AMPLIFICATION
REACTOME_ZINC_TRANSPORTERS              SET      17    -0.045413   -0.0013868      0.18803      0.59542 REACTOME_ZINC_TRANSPORTERS
REACTOME_METAL_ION_SLC_TRANS...         SET      25     0.035062    0.0012981       0.1533      0.40955 REACTOME_METAL_ION_SLC_TRANSPORTERS
REACTOME_SMOOTH_MUSCLE_CONTR...         SET      38      0.17657    0.0080569       0.1291     0.085708 REACTOME_SMOOTH_MUSCLE_CONTRACTION
REACTOME_MRNA_DECAY_BY_3_TO_...         SET      16       -0.259   -0.0076731      0.17622      0.92918 REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE
REACTOME_DEADENYLATION_DEPEN...         SET      56    -0.070746   -0.0039169     0.096537      0.76817 REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY
REACTOME_THROMBOXANE_SIGNALL...         SET      23    -0.039901   -0.0014171      0.16219      0.59716 REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR
REACTOME_CELL_EXTRACELLULAR_...         SET      16     0.090106    0.0026695      0.18793      0.31581 REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS
REACTOME_CELL_JUNCTION_ORGAN...         SET      87     0.069916    0.0048206     0.086682      0.20996 REACTOME_CELL_JUNCTION_ORGANIZATION
REACTOME_PYRUVATE_METABOLISM            SET      29     -0.26229    -0.010458      0.14419      0.96554 REACTOME_PYRUVATE_METABOLISM
REACTOME_PURINE_CATABOLISM              SET      18      0.22208     0.006978      0.15919     0.081518 REACTOME_PURINE_CATABOLISM
REACTOME_METABOLISM_OF_RNA              SET     633   -0.0099202    -0.001817     0.029193        0.633 REACTOME_METABOLISM_OF_RNA
REACTOME_MITOTIC_G1_PHASE_AN...         SET     144   -0.0095607  -0.00084675     0.063407      0.55993 REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION
REACTOME_TAK1_ACTIVATES_NFKB...         SET      29      0.07741    0.0030865      0.13475      0.28282 REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX
REACTOME_MYOGENESIS                     SET      28      0.16934    0.0066346      0.16042      0.14558 REACTOME_MYOGENESIS
REACTOME_ACTIVATION_OF_KAINA...         SET      28    -0.062154   -0.0024351      0.13988       0.6716 REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING
REACTOME_IONOTROPIC_ACTIVITY...         SET       9     -0.48987    -0.010887      0.26071      0.96987 REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS
REACTOME_MAPK_TARGETS_NUCLEA...         SET      29    -0.077897   -0.0031059      0.14659      0.70242 REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES
REACTOME_GPCR_LIGAND_BINDING            SET     427     0.014352    0.0021716     0.039938      0.35967 REACTOME_GPCR_LIGAND_BINDING
REACTOME_JNK_C_JUN_KINASES_P...         SET      19     -0.22431   -0.0072411       0.1763      0.89836 REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1
REACTOME_THROMBIN_SIGNALLING...         SET      31    -0.029927   -0.0012336      0.13444      0.58808 REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS
REACTOME_ENERGY_DEPENDENT_RE...         SET      28     -0.06553   -0.0025674      0.13896      0.68138 REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK
REACTOME_MITOTIC_G2_G2_M_PHA...         SET     193     0.025851     0.002647     0.056483      0.32359 REACTOME_MITOTIC_G2_G2_M_PHASES
REACTOME_ACTIVATED_TAK1_MEDI...         SET      20     -0.20373   -0.0067476       0.1706       0.8838 REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION
REACTOME_DNA_REPAIR                     SET     307    -0.051235   -0.0065955     0.042912      0.88374 REACTOME_DNA_REPAIR
REACTOME_EFFECTS_OF_PIP2_HYD...         SET      26     -0.20181   -0.0076197      0.14602      0.91653 REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS
REACTOME_POST_TRANSLATIONAL_...2        SET    1319     0.029481     0.007641      0.02182      0.08834 REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION
REACTOME_CHROMOSOME_MAINTENA...         SET      94     -0.13467     -0.00965     0.077796      0.95827 REACTOME_CHROMOSOME_MAINTENANCE
REACTOME_L1CAM_INTERACTIONS             SET     111     0.051687    0.0040227     0.076192      0.24877 REACTOME_L1CAM_INTERACTIONS
REACTOME_INTERACTION_BETWEEN...         SET      30      0.13837    0.0056112      0.14748      0.17407 REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS
REACTOME_SIGNAL_TRANSDUCTION...         SET      20    -0.078907   -0.0026134      0.17077      0.67798 REACTOME_SIGNAL_TRANSDUCTION_BY_L1
REACTOME_TRANSPORT_OF_VITAMI...         SET      39    -0.018786  -0.00086838      0.11437      0.56523 REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES
REACTOME_HIGHLY_CALCIUM_PERM...2        SET      11      -0.3276   -0.0080487      0.27965      0.87929 REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS
REACTOME_ORGANIC_CATION_ANIO...         SET      15    -0.029167  -0.00083671      0.20945      0.55538 REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT
REACTOME_DCC_MEDIATED_ATTRAC...         SET      14     -0.43932    -0.012175      0.22474      0.97469 REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING
REACTOME_RECYCLING_PATHWAY_O...         SET      42      0.10585    0.0050771      0.12706      0.20241 REACTOME_RECYCLING_PATHWAY_OF_L1
REACTOME_SYNTHESIS_OF_SUBSTR...         SET      58    -0.020785   -0.0011711     0.096213      0.58552 REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS
REACTOME_RESPIRATORY_ELECTRO...1        SET      85    -0.037953   -0.0025867     0.072898      0.69868 REACTOME_RESPIRATORY_ELECTRON_TRANSPORT
REACTOME_ASPARAGINE_N_LINKED...         SET     292     0.056836    0.0071386     0.042925     0.092746 REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION
REACTOME_ASSEMBLY_OF_THE_PRE...         SET      67     0.073043    0.0044221     0.094131      0.21889 REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX
REACTOME_BIOSYNTHESIS_OF_THE...         SET      72     0.075644    0.0047467     0.085944       0.1894 REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN
REACTOME_CGMP_EFFECTS                   SET      16     -0.13734   -0.0040688      0.22243      0.73153 REACTOME_CGMP_EFFECTS
REACTOME_REGULATION_OF_SIGNA...1        SET      22     -0.28811    -0.010007      0.17645      0.94873 REACTOME_REGULATION_OF_SIGNALING_BY_CBL
REACTOME_CALNEXIN_CALRETICUL...         SET      26       -0.119   -0.0044931       0.1319      0.81652 REACTOME_CALNEXIN_CALRETICULIN_CYCLE
REACTOME_PASSIVE_TRANSPORT_B...         SET      13      0.26631    0.0071124      0.23687      0.13046 REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS
REACTOME_NITRIC_OXIDE_STIMUL...         SET      22    -0.094604    -0.003286        0.192       0.6889 REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE
REACTOME_PLATELET_HOMEOSTASIS           SET      84    -0.092924   -0.0062961      0.08853      0.85305 REACTOME_PLATELET_HOMEOSTASIS
REACTOME_N_GLYCAN_TRIMMING_I...         SET      35      -0.1097   -0.0048042      0.11836      0.82298 REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE
REACTOME_PLATELET_SENSITIZAT...         SET      17     -0.20416   -0.0062345      0.17598      0.87699 REACTOME_PLATELET_SENSITIZATION_BY_LDL
REACTOME_AQUAPORIN_MEDIATED_...         SET      50      0.07241    0.0037888      0.11666      0.26741 REACTOME_AQUAPORIN_MEDIATED_TRANSPORT
REACTOME_RAP1_SIGNALLING                SET      16      -0.1418   -0.0042011      0.19132       0.7707 REACTOME_RAP1_SIGNALLING
REACTOME_PLATELET_CALCIUM_HO...         SET      27     -0.10874   -0.0041838       0.1657      0.74417 REACTOME_PLATELET_CALCIUM_HOMEOSTASIS
REACTOME_PROSTACYCLIN_SIGNAL...         SET      18     0.083382      0.00262      0.17814      0.31987 REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR
REACTOME_GABA_SYNTHESIS_RELE...         SET      19     -0.11642   -0.0037583      0.18166       0.7392 REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION
REACTOME_INCRETIN_SYNTHESIS_...         SET      22      0.20114    0.0069864       0.1531      0.09447 REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION
REACTOME_TRANSPORT_OF_ORGANI...         SET      11      0.19717    0.0048441      0.23778       0.2035 REACTOME_TRANSPORT_OF_ORGANIC_ANIONS
REACTOME_SYNTHESIS_SECRETION...2        SET      19      0.20727    0.0066909      0.17549      0.11879 REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1
REACTOME_IRAK1_RECRUITS_IKK_...         SET      12     -0.29892   -0.0076704      0.24151      0.89209 REACTOME_IRAK1_RECRUITS_IKK_COMPLEX
REACTOME_TRAF6_MEDIATED_IRF7...1        SET      26      0.11062    0.0041767      0.14331      0.22009 REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION
REACTOME_CIRCADIAN_CLOCK                SET      69     0.010607    0.0006516      0.09384        0.455 REACTOME_CIRCADIAN_CLOCK
REACTOME_FACTORS_INVOLVED_IN...         SET     154    -0.085872   -0.0078628     0.065235      0.90596 REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION
REACTOME_REGULATION_OF_IFNG_...         SET      14     -0.22183    -0.006148      0.20278      0.86301 REACTOME_REGULATION_OF_IFNG_SIGNALING
REACTOME_REGULATION_OF_MRNA_...         SET      85     0.050701    0.0034556     0.085165      0.27582 REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS
REACTOME_TRAF3_DEPENDENT_IRF...         SET      14       0.1505    0.0041711      0.16925      0.18694 REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY
REACTOME_GABA_B_RECEPTOR_ACT...         SET      42     0.071518    0.0034304      0.12358       0.2814 REACTOME_GABA_B_RECEPTOR_ACTIVATION
REACTOME_TRANSPORT_TO_THE_GO...         SET     180     0.076529    0.0075703     0.054631     0.080639 REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION
REACTOME_IRON_UPTAKE_AND_TRA...         SET      55     -0.13492    -0.007403      0.10021       0.9109 REACTOME_IRON_UPTAKE_AND_TRANSPORT
REACTOME_INTERFERON_GAMMA_SI...         SET      89     0.042415    0.0029577      0.08111      0.30051 REACTOME_INTERFERON_GAMMA_SIGNALING
REACTOME_N_GLYCAN_ANTENNAE_E...1        SET      15      0.31872     0.009143      0.20657     0.061431 REACTOME_N_GLYCAN_ANTENNAE_ELONGATION
REACTOME_TRAF6_MEDIATED_IRF7...2        SET      11     -0.29685   -0.0072931      0.23858      0.89329 REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING
REACTOME_ACTIVATION_OF_IRF3_...         SET      17     -0.04754   -0.0014517      0.17463      0.60728 REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON
REACTOME_ION_TRANSPORT_BY_P_...         SET      51      -0.1809   -0.0095591      0.11601      0.94053 REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES
REACTOME_INTERFERON_ALPHA_BE...         SET      65     -0.10527   -0.0062775     0.097572      0.85967 REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
REACTOME_ADVANCED_GLYCOSYLAT...         SET      13      0.03227   0.00086185      0.19383      0.43389 REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING
REACTOME_GABA_RECEPTOR_ACTIV...         SET      56     0.052186    0.0028893      0.11142      0.31976 REACTOME_GABA_RECEPTOR_ACTIVATION
REACTOME_KINESINS                       SET      58     -0.10396   -0.0058571        0.103      0.84357 REACTOME_KINESINS
REACTOME_N_GLYCAN_ANTENNAE_E...2        SET      26      0.15637    0.0059039      0.15229      0.15226 REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI
REACTOME_REGULATION_OF_IFNA_...         SET      23    -0.097012   -0.0034453      0.18925      0.69589 REACTOME_REGULATION_OF_IFNA_SIGNALING
REACTOME_INTERFERON_SIGNALING           SET     193    -0.034091   -0.0034908     0.056147      0.72813 REACTOME_INTERFERON_SIGNALING
REACTOME_TRANSFERRIN_ENDOCYT...         SET      30     -0.23233   -0.0094215      0.12687      0.96646 REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING
REACTOME_DSCAM_INTERACTIONS             SET      11      -0.2975    -0.007309      0.24968      0.88327 REACTOME_DSCAM_INTERACTIONS
REACTOME_ION_CHANNEL_TRANSPO...         SET     172    -0.068395   -0.0066152     0.061524      0.86686 REACTOME_ION_CHANNEL_TRANSPORT
REACTOME_IKK_COMPLEX_RECRUIT...         SET      22     -0.06647   -0.0023088      0.16994      0.65215 REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1
REACTOME_FORMATION_OF_INCISI...         SET      41     -0.11765   -0.0055756      0.11058       0.8563 REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER
REACTOME_TRANSCRIPTIONAL_REG...12       SET      79     0.082796    0.0054411     0.081063      0.15354 REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION
REACTOME_ENDOSOMAL_SORTING_C...         SET      31    -0.033948   -0.0013994      0.13137      0.60196 REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT
REACTOME_MEIOTIC_RECOMBINATI...         SET      62     0.045958    0.0026768      0.10299      0.32771 REACTOME_MEIOTIC_RECOMBINATION
REACTOME_PLATELET_AGGREGATIO...         SET      39    -0.014495  -0.00067004      0.11422      0.55049 REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION
REACTOME_SIGNALING_BY_NOTCH             SET     204     0.047842    0.0050349     0.056641      0.19916 REACTOME_SIGNALING_BY_NOTCH
REACTOME_LAGGING_STRAND_SYNT...         SET      18     -0.17023    -0.005349      0.16593      0.84753 REACTOME_LAGGING_STRAND_SYNTHESIS
REACTOME_INHIBITION_OF_REPLI...         SET      10     -0.58729    -0.013757      0.22811      0.99498 REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1
REACTOME_ETHANOL_OXIDATION              SET      12     0.058955    0.0015128      0.25393      0.40821 REACTOME_ETHANOL_OXIDATION
REACTOME_SYNTHESIS_OF_VERY_L...         SET      23       0.1745    0.0061971      0.16569      0.14614 REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS
REACTOME_DNA_REPLICATION                SET     123     0.037519    0.0030729     0.066023      0.28493 REACTOME_DNA_REPLICATION
REACTOME_E2F_MEDIATED_REGULA...         SET      19     -0.37201    -0.012009      0.18156      0.97976 REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION
REACTOME_METABOLISM_OF_CARBO...         SET     277     0.025102    0.0030721     0.046733      0.29559 REACTOME_METABOLISM_OF_CARBOHYDRATES
REACTOME_SIGNALING_BY_INSULI...         SET      76     -0.09526   -0.0061407     0.087664       0.8614 REACTOME_SIGNALING_BY_INSULIN_RECEPTOR
REACTOME_SIGNAL_ATTENUATION             SET      10     -0.17251   -0.0040411      0.23091      0.77248 REACTOME_SIGNAL_ATTENUATION
REACTOME_SOS_MEDIATED_SIGNAL...         SET       7      0.48193    0.0094463      0.25931     0.031557 REACTOME_SOS_MEDIATED_SIGNALLING
REACTOME_HEMOSTASIS                     SET     586    -0.032878   -0.0058017     0.032951       0.8408 REACTOME_HEMOSTASIS
REACTOME_HIV_INFECTION                  SET     224   -0.0070815   -0.0007805     0.051113      0.55509 REACTOME_HIV_INFECTION
REACTOME_HIV_LIFE_CYCLE                 SET     146    -0.041452   -0.0036964     0.062117      0.74771 REACTOME_HIV_LIFE_CYCLE
REACTOME_EARLY_PHASE_OF_HIV_...         SET      14      0.15305    0.0042416       0.1983      0.22012 REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE
REACTOME_HOST_INTERACTIONS_O...         SET     127     0.041252    0.0034327     0.071024      0.28068 REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS
REACTOME_RESPIRATORY_ELECTRO...2        SET     106    -0.012323  -0.00093737      0.06615      0.57389 REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS
REACTOME_VIRAL_MESSENGER_RNA...         SET      44     -0.13817   -0.0067832      0.12564      0.86428 REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS
REACTOME_INTERACTIONS_OF_VPR...         SET      35     0.021909   0.00095949      0.14093      0.43823 REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS
REACTOME_FORMATION_OF_ATP_BY...         SET      16    -0.043538   -0.0012899      0.18038      0.59536 REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING
REACTOME_APC_C_CDH1_MEDIATED...         SET      71     0.021213    0.0013219     0.091017      0.40786 REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1
REACTOME_ACTIVATION_OF_ATR_I...         SET      37     0.099473    0.0044789      0.11671      0.19702 REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
REACTOME_UNWINDING_OF_DNA               SET      12       0.2465    0.0063252       0.1719     0.075797 REACTOME_UNWINDING_OF_DNA
REACTOME_GLUCURONIDATION                SET      25      0.10757    0.0039825      0.19229      0.28795 REACTOME_GLUCURONIDATION
REACTOME_INNATE_IMMUNE_SYSTEM           SET    1002    -0.035946   -0.0081962      0.02532      0.92214 REACTOME_INNATE_IMMUNE_SYSTEM
REACTOME_MITOTIC_PROMETAPHASE           SET     192     -0.10206    -0.010424     0.055223      0.96771 REACTOME_MITOTIC_PROMETAPHASE
REACTOME_APC_C_CDC20_MEDIATE...         SET      23     -0.23465   -0.0083332      0.14719      0.94454 REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B
REACTOME_G1_S_SPECIFIC_TRANS...         SET      28     -0.11694   -0.0045815      0.13934      0.79933 REACTOME_G1_S_SPECIFIC_TRANSCRIPTION
REACTOME_SIGNALING_BY_TGF_BE...2        SET      70    -0.070191   -0.0043432     0.090303       0.7815 REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX
REACTOME_CONVERSION_FROM_APC...         SET      19     -0.17964   -0.0057991      0.14913       0.8858 REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE
REACTOME_PHOSPHORYLATION_OF_...2        SET      19      -0.1696   -0.0054751      0.16189      0.85259 REACTOME_PHOSPHORYLATION_OF_THE_APC_C
REACTOME_CYTOSOLIC_SULFONATI...         SET      22      0.13276    0.0046112      0.15173      0.19081 REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES
REACTOME_INTEGRATION_OF_PROV...         SET       9      0.15205    0.0033791      0.26003      0.27937 REACTOME_INTEGRATION_OF_PROVIRUS
REACTOME_GLUTATHIONE_CONJUGA...         SET      35    -0.069549   -0.0030459      0.14391      0.68555 REACTOME_GLUTATHIONE_CONJUGATION
REACTOME_COMPLEMENT_CASCADE             SET      55     0.063794    0.0035003      0.10742       0.2763 REACTOME_COMPLEMENT_CASCADE
REACTOME_MTORC1_MEDIATED_SIG...         SET      22     -0.02611  -0.00090692       0.1591      0.56518 REACTOME_MTORC1_MEDIATED_SIGNALLING
REACTOME_ACTIVATION_OF_BH3_O...         SET      29     -0.23744    -0.009467      0.14688        0.947 REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS
REACTOME_GLUCOSE_METABOLISM             SET      89     0.075939    0.0052955     0.081578      0.17597 REACTOME_GLUCOSE_METABOLISM
REACTOME_VOLTAGE_GATED_POTAS...         SET      42     -0.15075   -0.0072306      0.13831      0.86212 REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS
REACTOME_ADAPTIVE_IMMUNE_SYS...         SET     723     0.011689    0.0022823     0.029556      0.34624 REACTOME_ADAPTIVE_IMMUNE_SYSTEM
REACTOME_NOD1_2_SIGNALING_PA...         SET      33     -0.15599   -0.0066341      0.13836      0.87022 REACTOME_NOD1_2_SIGNALING_PATHWAY
REACTOME_CYTOKINE_SIGNALING_...         SET     805    -0.021333   -0.0043848     0.027905      0.77771 REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
REACTOME_MEIOTIC_SYNAPSIS               SET      59    -0.042562   -0.0024185     0.098005      0.66796 REACTOME_MEIOTIC_SYNAPSIS
REACTOME_ANTIGEN_PRESENTATIO...         SET      24     0.016843   0.00061102      0.13981      0.45205 REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
REACTOME_THE_NLRP3_INFLAMMAS...         SET      14     -0.18904   -0.0052391      0.18034      0.85272 REACTOME_THE_NLRP3_INFLAMMASOME
REACTOME_CLASS_I_MHC_MEDIATE...         SET     354     0.024748    0.0034166     0.041401        0.275 REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION
REACTOME_ANTIGEN_PROCESSING_...2        SET     297     0.024497    0.0031026     0.044957      0.29292 REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
REACTOME_TANDEM_PORE_DOMAIN_...         SET      12     -0.23932    -0.006141      0.25655      0.82454 REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS
REACTOME_INFLAMMASOMES                  SET      19    -0.077469   -0.0025008      0.16287      0.68284 REACTOME_INFLAMMASOMES
REACTOME_POTASSIUM_CHANNELS             SET     101    -0.098357   -0.0073041     0.085639      0.87461 REACTOME_POTASSIUM_CHANNELS
REACTOME_NUCLEOTIDE_BINDING_...         SET      51      -0.1225   -0.0064731      0.10734       0.8731 REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS
REACTOME_INWARDLY_RECTIFYING...         SET      34     0.053972    0.0023298      0.13845      0.34833 REACTOME_INWARDLY_RECTIFYING_K_CHANNELS
REACTOME_TELOMERE_MAINTENANCE           SET      69    -0.044896   -0.0027582       0.0879      0.69524 REACTOME_TELOMERE_MAINTENANCE
REACTOME_PLATELET_ACTIVATION...         SET     249    -0.048307   -0.0056096     0.047815      0.84382 REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION
REACTOME_REMOVAL_OF_THE_FLAP...         SET      11     0.089578    0.0022008      0.20574      0.33164 REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND
REACTOME_CREATION_OF_C4_AND_...         SET      13     -0.18175    -0.004854      0.23063      0.78466 REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS
REACTOME_APC_CDC20_MEDIATED_...         SET      25     -0.20031   -0.0074163      0.14075      0.92265 REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A
REACTOME_INITIAL_TRIGGERING_...         SET      20        -0.11   -0.0036433      0.17124      0.73969 REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT
REACTOME_EXTENSION_OF_TELOME...         SET      41     -0.20996   -0.0099507      0.11026      0.97155 REACTOME_EXTENSION_OF_TELOMERES
REACTOME_G2_M_CHECKPOINTS               SET     153     0.080036    0.0073048     0.063005        0.102 REACTOME_G2_M_CHECKPOINTS
REACTOME_G2_M_DNA_DAMAGE_CHE...         SET      81     0.073574    0.0048956     0.084461      0.19186 REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT
REACTOME_S_PHASE                        SET     156    -0.036319   -0.0033469     0.058989      0.73095 REACTOME_S_PHASE
REACTOME_TRYPTOPHAN_CATABOLI...         SET      14    -0.039847   -0.0011043      0.22291      0.57093 REACTOME_TRYPTOPHAN_CATABOLISM
REACTOME_DNA_STRAND_ELONGATI...         SET      30      0.03077    0.0012478      0.11939      0.39832 REACTOME_DNA_STRAND_ELONGATION
REACTOME_CHOLESTEROL_BIOSYNT...         SET      23     0.039808    0.0014137      0.14331      0.39059 REACTOME_CHOLESTEROL_BIOSYNTHESIS
REACTOME_FGFR2C_LIGAND_BINDI...         SET      12    -0.071559   -0.0018362      0.23835        0.618 REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION
REACTOME_METABOLISM_OF_PORPH...         SET      25     -0.13397     -0.00496      0.14414      0.82365 REACTOME_METABOLISM_OF_PORPHYRINS
REACTOME_SIGNALING_BY_FGFR              SET      85      -0.1525    -0.010393     0.084263      0.96482 REACTOME_SIGNALING_BY_FGFR
REACTOME_DIGESTION_OF_DIETAR...1        SET      10     -0.25325   -0.0059325      0.25796      0.83688 REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE
REACTOME_FGFR1_LIGAND_BINDIN...         SET      15     -0.23107   -0.0066286      0.20661      0.86829 REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION
